OTU,Kingdom,Phylum,Class,Order,Family,Genus
Otu08964,Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Bacillariophyceae_unclassified
Otu08965,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu08966,Eukaryota,Dinoflagellata,Dinophyceae,Peridiniphycidae,Thoracosphaeraceae,Cryptoperidiniopsis
Otu08967,Eukaryota,Dinoflagellata,Dinophyceae,Peridiniphycidae,Thoracosphaeraceae,Thoracosphaeraceae_unclassified
Otu08968,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu08969,Eukaryota,Ochrophyta,Chrysophyceae,Chrysophyceae_unclassified,Chrysophyceae_unclassified,Chrysophyceae_unclassified
Otu08970,Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Amphora
Otu08971,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu08972,Eukaryota,Chlorophyta_ph,Chlorophyceae,Chlorophyceae_unclassified,Chlorophyceae_unclassified,Chlorophyceae_unclassified
Otu08973,Eukaryota,Chlorophyta_ph,Trebouxiophyceae,Trebouxiophyceae_unclassified,Trebouxiophyceae_unclassified,Trebouxiophyceae_unclassified
Otu08974,Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Bacillariophyceae_unclassified
Otu08975,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu08976,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu08977,Eukaryota,Ciliophora,Intramacronucleata,Litostomatea,Haptoria,Haptoria_unclassified
Otu08978,Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Amphora
Otu08979,Eukaryota,Chytridiomycota,Incertae_Sedis,Incertae_Sedis_unclassified,Incertae_Sedis_unclassified,Incertae_Sedis_unclassified
Otu08980,Eukaryota,Chytridiomycota,Incertae_Sedis,Incertae_Sedis_unclassified,Incertae_Sedis_unclassified,Incertae_Sedis_unclassified
Otu08981,Eukaryota,Chytridiomycota,Incertae_Sedis,Incertae_Sedis_unclassified,Incertae_Sedis_unclassified,Incertae_Sedis_unclassified
Otu08982,Eukaryota,Chytridiomycota,Incertae_Sedis,Incertae_Sedis_unclassified,Incertae_Sedis_unclassified,Incertae_Sedis_unclassified
Otu08983,Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Amphora
Otu08984,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu08985,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu08986,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu08987,Eukaryota,Chlorophyta_ph,Chlorophyceae,Chlorophyceae_unclassified,Chlorophyceae_unclassified,Chlorophyceae_unclassified
Otu08988,Eukaryota,Basidiomycota,Basidiomycota_unclassified,Basidiomycota_unclassified,Basidiomycota_unclassified,Basidiomycota_unclassified
Otu08989,Eukaryota,Chlorophyta_ph,Chlorophyceae,Chlorophyceae_unclassified,Chlorophyceae_unclassified,Chlorophyceae_unclassified
Otu08990,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu08991,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu08992,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu08993,Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Amphora
Otu08994,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu08995,Eukaryota,Chlorophyta_ph,Chlorophyceae,Chlorophyceae_unclassified,Chlorophyceae_unclassified,Chlorophyceae_unclassified
Otu08996,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu08997,Eukaryota,Ochrophyta,Diatomea,Coscinodiscophytina,Fragilariales,Fragilariales_unclassified
Otu08998,Eukaryota,Ochrophyta,Diatomea,Coscinodiscophytina,Fragilariales,Synedra
Otu08999,Eukaryota,Ochrophyta,Diatomea,Coscinodiscophytina,Fragilariales,Synedra
Otu09000,Eukaryota,Ochrophyta,Diatomea,Coscinodiscophytina,Fragilariales,Fragilariales_unclassified
Otu09001,Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Amphora
Otu09002,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu09003,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu09004,Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Bacillariophyceae_unclassified
Otu09005,Eukaryota,Ochrophyta,Dictyochophyceae,Pedinellales,Pedinellales_fa,Pedinellales_fa_unclassified
Otu09006,Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Amphora
Otu09007,Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Bacillariophyceae_unclassified
Otu09008,Eukaryota,Basidiomycota,Exobasidiomycetes,Exobasidiomycetes_unclassified,Exobasidiomycetes_unclassified,Exobasidiomycetes_unclassified
Otu09009,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu09010,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu09011,Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Bacillariophyceae_unclassified
Otu09012,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu09013,Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Amphora
Otu09014,Eukaryota,Chlorophyta_ph,Chlorophyceae,Chlorophyceae_unclassified,Chlorophyceae_unclassified,Chlorophyceae_unclassified
Otu09015,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu09016,Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Amphora
Otu09017,Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Bacillariophyceae_unclassified
Otu09018,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu09019,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu09020,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu09021,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu09022,Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Amphora
Otu09023,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu09024,Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Amphora
Otu09025,Eukaryota,Chlorophyta_ph,Chlorophyceae,Chlorophyceae_unclassified,Chlorophyceae_unclassified,Chlorophyceae_unclassified
Otu09026,Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Bacillariophyceae_unclassified
Otu09027,Eukaryota,Vertebrata,Mammalia,Mammalia_or,Mammalia_fa,Mammalia_ge
Otu09028,Eukaryota,Vertebrata,Mammalia,Mammalia_or,Mammalia_fa,Mammalia_ge
Otu09029,Eukaryota,Vertebrata,Mammalia,Mammalia_or,Mammalia_fa,Mammalia_ge
Otu09030,Eukaryota,Vertebrata,Mammalia,Mammalia_or,Mammalia_fa,Mammalia_ge
Otu09031,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu09032,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu09033,Eukaryota,Chlorophyta_ph,Chlorophyceae,Chlorophyceae_unclassified,Chlorophyceae_unclassified,Chlorophyceae_unclassified
Otu09034,Eukaryota,Chlorophyta_ph,Chlorophyceae,Chlorophyceae_unclassified,Chlorophyceae_unclassified,Chlorophyceae_unclassified
Otu09035,Eukaryota,Basidiomycota,Basidiomycota_unclassified,Basidiomycota_unclassified,Basidiomycota_unclassified,Basidiomycota_unclassified
Otu09036,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu09037,Eukaryota,Chlorophyta_ph,Chlorophyceae,Chlorophyceae_unclassified,Chlorophyceae_unclassified,Chlorophyceae_unclassified
Otu09038,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu09039,Eukaryota,Vertebrata,Mammalia,Mammalia_or,Mammalia_fa,Mammalia_ge
Otu09040,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu09041,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu09042,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu09043,Eukaryota,Chlorophyta_ph,Chlorophyceae,Chlorophyceae_unclassified,Chlorophyceae_unclassified,Chlorophyceae_unclassified
Otu09044,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu09045,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu09046,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu09047,Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Amphora
Otu09048,Eukaryota,Chlorophyta_ph,Chlorophyta_ph_unclassified,Chlorophyta_ph_unclassified,Chlorophyta_ph_unclassified,Chlorophyta_ph_unclassified
Otu09049,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu09050,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu09051,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu09052,Eukaryota,Vertebrata,Mammalia,Mammalia_or,Mammalia_fa,Mammalia_ge
Otu09053,Eukaryota,Vertebrata,Mammalia,Mammalia_or,Mammalia_fa,Mammalia_ge
Otu09054,Eukaryota,Vertebrata,Mammalia,Mammalia_or,Mammalia_fa,Mammalia_ge
Otu09055,Eukaryota,Vertebrata,Mammalia,Mammalia_or,Mammalia_fa,Mammalia_ge
Otu09056,Eukaryota,Vertebrata,Vertebrata_unclassified,Vertebrata_unclassified,Vertebrata_unclassified,Vertebrata_unclassified
Otu09057,Eukaryota,Vertebrata,Mammalia,Mammalia_or,Mammalia_fa,Mammalia_ge
Otu09058,Eukaryota,Vertebrata,Mammalia,Mammalia_or,Mammalia_fa,Mammalia_ge
Otu09059,Eukaryota,Vertebrata,Mammalia,Mammalia_or,Mammalia_fa,Mammalia_ge
Otu09060,Eukaryota,Vertebrata,Mammalia,Mammalia_or,Mammalia_fa,Mammalia_ge
Otu09061,Eukaryota,Vertebrata,Vertebrata_unclassified,Vertebrata_unclassified,Vertebrata_unclassified,Vertebrata_unclassified
Otu09062,Eukaryota,Vertebrata,Mammalia,Mammalia_or,Mammalia_fa,Mammalia_ge
Otu09063,Eukaryota,Vertebrata,Mammalia,Mammalia_or,Mammalia_fa,Mammalia_ge
Otu09064,Eukaryota,Vertebrata,Mammalia,Mammalia_or,Mammalia_fa,Mammalia_ge
Otu09065,Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Bacillariophyceae_unclassified
Otu09066,Eukaryota,Vertebrata,Mammalia,Mammalia_or,Mammalia_fa,Mammalia_ge
Otu09067,Eukaryota,Vertebrata,Vertebrata_unclassified,Vertebrata_unclassified,Vertebrata_unclassified,Vertebrata_unclassified
Otu09068,Eukaryota,Vertebrata,Mammalia,Mammalia_or,Mammalia_fa,Mammalia_ge
Otu09069,Eukaryota,Vertebrata,Mammalia,Mammalia_or,Mammalia_fa,Mammalia_ge
Otu09070,Eukaryota,Vertebrata,Mammalia,Mammalia_or,Mammalia_fa,Mammalia_ge
Otu09071,Eukaryota,Vertebrata,Mammalia,Mammalia_or,Mammalia_fa,Mammalia_ge
Otu09072,Eukaryota,Vertebrata,Mammalia,Mammalia_or,Mammalia_fa,Mammalia_ge
Otu09073,Eukaryota,Vertebrata,Vertebrata_unclassified,Vertebrata_unclassified,Vertebrata_unclassified,Vertebrata_unclassified
Otu09074,Eukaryota,Vertebrata,Vertebrata_unclassified,Vertebrata_unclassified,Vertebrata_unclassified,Vertebrata_unclassified
Otu09075,Eukaryota,Vertebrata,Vertebrata_unclassified,Vertebrata_unclassified,Vertebrata_unclassified,Vertebrata_unclassified
Otu09076,Eukaryota,Vertebrata,Mammalia,Mammalia_or,Mammalia_fa,Mammalia_ge
Otu09077,Eukaryota,Chlorophyta_ph,Chlorophyceae,Chlorophyceae_unclassified,Chlorophyceae_unclassified,Chlorophyceae_unclassified
Otu09078,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu09079,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu09080,Eukaryota,Chlorophyta_ph,Chlorophyceae,Chlorophyceae_unclassified,Chlorophyceae_unclassified,Chlorophyceae_unclassified
Otu09081,Eukaryota,Chlorophyta_ph,Chlorophyceae,Chlorophyceae_unclassified,Chlorophyceae_unclassified,Chlorophyceae_unclassified
Otu09082,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu09083,Eukaryota,Chlorophyta_ph,Chlorophyceae,Chlorophyceae_unclassified,Chlorophyceae_unclassified,Chlorophyceae_unclassified
Otu09084,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_unclassified,Saccharomycetales_unclassified
Otu09085,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu09086,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu09087,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu09088,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu09089,Eukaryota,Chlorophyta_ph,Chlorophyceae,Chlorophyceae_unclassified,Chlorophyceae_unclassified,Chlorophyceae_unclassified
Otu09090,Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Bacillariophyceae_unclassified
Otu09091,Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Oligohymenophorea,Pseudocohnilembus
Otu09092,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu09093,Eukaryota,Chlorophyta_ph,Chlorophyceae,Chlorophyceae_unclassified,Chlorophyceae_unclassified,Chlorophyceae_unclassified
Otu09094,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu09095,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu09096,Eukaryota,Chlorophyta_ph,Chlorophyceae,Chlorophyceae_unclassified,Chlorophyceae_unclassified,Chlorophyceae_unclassified
Otu09097,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu09098,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu09099,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu09100,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu09101,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu09102,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu09103,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu09104,Eukaryota,Chlorophyta_ph,Chlorophyceae,Chlorophyceae_unclassified,Chlorophyceae_unclassified,Chlorophyceae_unclassified
Otu09105,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu09106,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu09107,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu09108,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu09109,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu09110,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu09111,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu09112,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu09113,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu09114,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu09115,Eukaryota,Ochrophyta,Diatomea,Coscinodiscophytina,Fragilariales,Fragilaria
Otu09116,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu09117,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu09118,Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Bacillariophyceae_unclassified
Otu09119,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu09120,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu09121,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu09122,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu09123,Eukaryota,Chlorophyta_ph,Chlorophyceae,Chlorophyceae_unclassified,Chlorophyceae_unclassified,Chlorophyceae_unclassified
Otu09124,Eukaryota,Chlorophyta_ph,Chlorophyceae,Chlorophyceae_unclassified,Chlorophyceae_unclassified,Chlorophyceae_unclassified
Otu09125,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu09126,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu09127,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu09128,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu09129,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu09130,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu09131,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu09132,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
Otu09133,Eukaryota,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified
