Gene,Sample,OTU,GeneCountPerGenome,OTUAbundanceInSample,CountContributedByOTU,ContributionPercentOfSample,ContributionPercentOfAllSamples,Kingdom,Phylum,Class,Order,Family,Genus,Species
K01183,Average,545538,1,0.001754386,0.001754386,2.17E-05,2.17E-05,,,,,,,
K01183,Average,940348,1,0.001347904,0.001347904,1.67E-05,1.67E-05,,,,,,,
K01183,Average,1012112,1,0.000791502,0.000791502,9.78E-06,9.78E-06,,,,,,,
K01183,Average,1051517,1,0.00473389,0.00473389,5.85E-05,5.85E-05,,,,,,,
K01183,Average,1108523,1,0.000422878,0.000422878,5.23E-06,5.23E-06,,,,,,,
K01183,Average,991740,1,0.000952994,0.000952994,1.18E-05,1.18E-05,,,,,,,
K01183,Average,1117491,1,0.000960061,0.000960061,1.19E-05,1.19E-05,,,,,,,
K01183,Average,1025153,1,0.000462513,0.000462513,5.72E-06,5.72E-06,,,,,,,
K01183,Average,781203,1,0.001583005,0.001583005,1.96E-05,1.96E-05,,,,,,,
K01183,Average,1081489,1,0.000633202,0.000633202,7.82E-06,7.82E-06,,,,,,,
K01183,Average,590482,1,0.008974254,0.008974254,0.000110897,0.000110897,,,,,,,
K01183,Average,741010,3,0.000885391,0.002656173,3.28E-05,3.28E-05,,,,,,,
K01183,Average,814909,1,0.002020742,0.002020742,2.50E-05,2.50E-05,,,,,,,
K01183,Average,765455,1,0.004764968,0.004764968,5.89E-05,5.89E-05,,,,,,,
K01183,Average,851567,1,0.001542219,0.001542219,1.91E-05,1.91E-05,,,,,,,
K01183,Average,1010927,3,1.121901039,3.365703117,0.041590668,0.041590668,,,,,,,
K01183,Average,585063,1,0.001375676,0.001375676,1.70E-05,1.70E-05,,,,,,,
K01183,Average,310558,1,0.000137568,0.000137568,1.70E-06,1.70E-06,,,,,,,
K01183,Average,1074625,1,0.001754386,0.001754386,2.17E-05,2.17E-05,,,,,,,
K01183,Average,514272,1,0.000634797,0.000634797,7.84E-06,7.84E-06,,,,,,,
K01183,Average,814721,1,0.000952994,0.000952994,1.18E-05,1.18E-05,,,,,,,
K01183,Average,331093,1,0.000925026,0.000925026,1.14E-05,1.14E-05,,,,,,,
K01183,Average,325947,2,0.000952994,0.001905988,2.36E-05,2.36E-05,,,,,,,
K03791,Average,1124040,1,0.005601416,0.005601416,0.087011432,0.087011432,,,,,,,
K03791,Average,817734,2,0.001979761,0.003959522,0.061506533,0.061506533,,,,,,,
K03791,Average,646549,1,0.006447868,0.006447868,0.100160071,0.100160071,,,,,,,
K03791,Average,581409,1,0.002074334,0.002074334,0.032222347,0.032222347,,,,,,,
K03791,Average,813980,2,0.008681641,0.017363282,0.269718233,0.269718233,,,,,,,
K03791,Average,1033018,1,0.004957986,0.004957986,0.077016501,0.077016501,,,,,,,
K03791,Average,359570,1,0.000412703,0.000412703,0.006410857,0.006410857,,,,,,,
K03791,Average,1074016,1,0.009530544,0.009530544,0.14804583,0.14804583,,,,,,,
K03791,Average,658233,1,0.002057906,0.002057906,0.031967158,0.031967158,,,,,,,
K03791,Average,579033,1,0.000462513,0.000462513,0.007184597,0.007184597,,,,,,,
K03791,Average,877752,1,0.001911423,0.001911423,0.029691716,0.029691716,,,,,,,
K03791,Average,974121,1,0.001741305,0.001741305,0.027049132,0.027049132,,,,,,,
K03791,Average,1124689,1,0.000646684,0.000646684,0.010045478,0.010045478,,,,,,,
K03791,Average,2111163,1,0.001533594,0.001533594,0.023822585,0.023822585,,,,,,,
K03791,Average,562576,1,0.001394263,0.001394263,0.021658241,0.021658241,,,,,,,
K03791,Average,1039092,1,0.001387244,0.001387244,0.021549209,0.021549209,,,,,,,
K03791,Average,571263,2,0.000646684,0.001293368,0.020090956,0.020090956,,,,,,,
K03791,Average,541859,1,0.000646684,0.000646684,0.010045478,0.010045478,,,,,,,
K03791,Average,325947,1,0.000952994,0.000952994,0.014803645,0.014803645,,,,,,,
K01452,Average,593437,1,0.013546514,0.013546514,0.000989332,0.000989332,,,,,,,
K01452,Average,773900,1,0.433008484,0.433008484,0.031623569,0.031623569,,,,,,,
K01452,Average,579705,1,0.020823293,0.020823293,0.001520771,0.001520771,,,,,,,
K01452,Average,517116,1,0.000960061,0.000960061,7.01E-05,7.01E-05,,,,,,,
K01452,Average,1108289,1,0.000952994,0.000952994,6.96E-05,6.96E-05,,,,,,,
K01452,Average,91845,1,0.001281122,0.001281122,9.36E-05,9.36E-05,,,,,,,
K01452,Average,722628,1,0.044165153,0.044165153,0.003225479,0.003225479,,,,,,,
K01452,Average,705967,1,0.046795013,0.046795013,0.003417543,0.003417543,,,,,,,
K01452,Average,1087462,1,0.001899606,0.001899606,0.000138732,0.000138732,,,,,,,
K01452,Average,544324,1,0.00273224,0.00273224,0.000199542,0.000199542,,,,,,,
K01452,Average,211089,1,0.000949803,0.000949803,6.94E-05,6.94E-05,,,,,,,
K01452,Average,188150,1,0.044321912,0.044321912,0.003236927,0.003236927,,,,,,,
K01452,Average,217239,1,0.006131876,0.006131876,0.000447824,0.000447824,,,,,,,
K01452,Average,1097359,1,0.005815695,0.005815695,0.000424733,0.000424733,,,,,,,
K01452,Average,936354,1,0.006291472,0.006291472,0.00045948,0.00045948,,,,,,,
K01452,Average,238484,1,0.001546059,0.001546059,0.000112912,0.000112912,,,,,,,
K01452,Average,580625,1,0.007736321,0.007736321,0.000565001,0.000565001,,,,,,,
K01452,Average,813352,2,0.000316601,0.000633202,4.62E-05,4.62E-05,,,,,,,
K01452,Average,939811,1,2.03856254,2.03856254,0.14888074,0.14888074,,,,,,,
K01452,Average,512485,1,0.000646684,0.000646684,4.72E-05,4.72E-05,,,,,,,
K01452,Average,225487,1,0.002085637,0.002085637,0.000152319,0.000152319,,,,,,,
K01452,Average,352392,1,0.0001583,0.0001583,1.16E-05,1.16E-05,,,,,,,
K01452,Average,683891,1,0.001293368,0.001293368,9.45E-05,9.45E-05,,,,,,,
K01452,Average,806566,1,0.0001583,0.0001583,1.16E-05,1.16E-05,,,,,,,
K01452,Average,1848083,1,0.014942618,0.014942618,0.001091293,0.001091293,,,,,,,
K01452,Average,568345,1,10.62759507,10.62759507,0.776156817,0.776156817,,,,,,,
K01452,Average,543065,1,0.003213492,0.003213492,0.000234688,0.000234688,,,,,,,
K01452,Average,813945,1,0.000646684,0.000646684,4.72E-05,4.72E-05,,,,,,,
K01452,Average,192970,1,0.00142949,0.00142949,0.000104399,0.000104399,,,,,,,
K01452,Average,1011088,1,0.359611369,0.359611369,0.026263215,0.026263215,,,,,,,
K01452,Average,582083,1,0.000550271,0.000550271,4.02E-05,4.02E-05,,,,,,,
K01452,Average,854272,1,0.000550271,0.000550271,4.02E-05,4.02E-05,,,,,,,
K01452,Average,804175,1,0.000675311,0.000675311,4.93E-05,4.93E-05,,,,,,,
K01452,Average,608293,1,0.000877193,0.000877193,6.41E-05,6.41E-05,,,,,,,
