Group,Average
Otu000344,0
Otu000345,0
Otu000346,0.055539226
Otu000347,0.038267797
Otu000348,0
Otu000349,0.004294096
Otu000350,0.008228612
Otu000351,0
Otu000352,0
Otu000353,0
Otu000354,0
Otu000355,0.071055147
Otu000356,0.005475186
Otu000357,0.000637775
Otu000358,0
Otu000359,0.002436509
Otu000360,0
Otu000361,0.001083327
Otu000362,0
Otu000363,0
Otu000364,0.023467552
Otu000365,0.00304925
Otu000366,0
Otu000367,0.002886266
Otu000368,0.000462513
Otu000369,0.004609392
Otu000370,0
Otu000371,0.007471309
Otu000372,0.001979761
Otu000373,0.039358102
Otu000374,0.000791502
Otu000375,0
Otu000376,0.00236293
Otu000377,0.014324491
Otu000378,0.0038233
Otu000379,0
Otu000380,0.001293368
Otu000381,0
Otu000382,0.00138754
Otu000383,0.003083193
Otu000384,0
Otu000385,0
Otu000386,0.00187802
Otu000387,0.000646684
Otu000388,0.003230036
Otu000389,0
Otu000390,0.002083242
Otu000391,0
Otu000392,0.02770653
Otu000393,0.002869926
Otu000394,0
Otu000395,0
Otu000396,0.000646684
Otu000397,0.001109699
Otu000398,0
Otu000399,0
Otu000400,0.00583573
Otu000401,0
Otu000402,0
Otu000403,0.006316799
Otu000404,0.003239312
Otu000405,0
Otu000406,0
Otu000407,0
Otu000408,0
Otu000409,0.000646684
Otu000410,0.00457005
Otu000411,0.001546059
Otu000412,0
Otu000413,0
Otu000414,0
Otu000415,0
Otu000416,0
Otu000417,0.001732108
Otu000418,0.000899374
Otu000419,0
Otu000420,0.003256608
Otu000421,0.031604597
Otu000422,0
Otu000423,0.009501189
Otu000424,0
Otu000425,0.0001583
Otu000426,0
Otu000427,0.000646684
Otu000428,0.002366945
Otu000429,0
Otu000430,0
Otu000431,0.014617068
Otu000432,0
Otu000433,0.000402285
Otu000434,0
Otu000435,0
Otu000436,0.001853539
Otu000437,0
Otu000438,0
Otu000439,0.000422878
Otu000440,0
Otu000441,0.001599678
Otu000442,0
Otu000443,0
Otu000444,0.001173628
Otu000445,0
Otu000446,0.006390976
Otu000447,0.05730339
Otu000448,0.001754386
Otu000449,0.001339706
Otu000450,0.003164056
Otu000451,0
Otu000452,0.000316601
Otu000453,0.001097311
Otu000454,0.0001583
Otu000455,0.003339442
Otu000456,0
Otu000457,0.002803766
Otu000458,0.000791502
Otu000459,0.064657298
Otu000460,0.004539236
Otu000461,0
Otu000462,0
Otu000463,0.000825406
Otu000464,0.004813516
Otu000465,0
Otu000466,0.000646684
Otu000467,0.004149158
Otu000468,0
Otu000469,0.029148535
Otu000470,0.001293368
Otu000471,0
Otu000472,0
Otu000473,0
Otu000474,0
Otu000475,0
Otu000476,0
Otu000477,0.000462513
Otu000478,0.016968563
Otu000479,0.025799773
Otu000480,0.001268633
Otu000481,0.000949803
Otu000482,0.003251319
Otu000483,0
Otu000484,0.045120072
Otu000485,0
Otu000486,0.00080457
Otu000487,0.000422878
Otu000488,0
Otu000489,0.000316601
Otu000490,0.000925027
Otu000491,0
Otu000492,0.00187802
Otu000493,0.000646684
Otu000494,0.001972682
Otu000495,0
Otu000496,0
Otu000497,0.001434926
Otu000498,0.007567831
Otu000499,0.000422878
Otu000500,0.001424704
Otu000501,0
Otu000502,0.000646684
Otu000503,0
Otu000504,0
Otu000505,0.003456166
Otu000506,0
Otu000507,0
Otu000508,0
Otu000509,0.0013397
Otu000510,0.000474901
Otu000511,0.00285579
Otu000512,0
Otu000513,0
Otu000514,0
Otu000515,0
Otu000516,0
Otu000517,0.001852368
Otu000518,0.000316601
Otu000519,0
Otu000520,0
Otu000521,0
Otu000522,0
Otu000523,0.025122304
Otu000524,0.003166702
Otu000525,0
Otu000526,0.006203439
Otu000527,0.037689449
Otu000528,0
Otu000529,0
Otu000530,0
Otu000531,0
Otu000532,0.000877193
Otu000533,0.037348226
Otu000534,0
Otu000535,0
Otu000536,0
Otu000537,0
Otu000538,0.000646684
Otu000539,0.002876373
Otu000540,0.000925027
Otu000541,0
Otu000542,0.000687838
Otu000543,0
Otu000544,0
Otu000545,0
Otu000546,0.002214077
Otu000547,0
Otu000548,0
Otu000549,0
Otu000550,0
Otu000551,0
Otu000552,0.002562284
Otu000553,0
Otu000554,0.003012495
Otu000555,0.028357397
Otu000556,0.0001583
Otu000557,0
Otu000558,0
Otu000559,0.000793098
Otu000560,0
Otu000561,0.002880184
Otu000562,0
Otu000563,0
Otu000564,0.00223724
Otu000565,0.005601953
Otu000566,0.014815875
Otu000567,0
Otu000568,0
Otu000569,0
Otu000570,0.001313032
Otu000571,0.001293368
Otu000572,0.000476497
Otu000573,0
Otu000574,0
Otu000575,0
Otu000576,0
Otu000577,0.000462513
Otu000578,0
Otu000579,0.001293368
Otu000580,0
Otu000581,0
Otu000582,0.000462513
Otu000583,0
Otu000584,0
Otu000585,0
Otu000586,0.002770735
Otu000587,0
Otu000588,0
Otu000589,0
Otu000590,0.000877193
Otu000591,0
Otu000592,0.000646684
Otu000593,0.000539853
Otu000594,0
Otu000595,0.002177665
Otu000596,0
Otu000597,0
Otu000598,0.043365658
Otu000599,0
Otu000600,0
Otu000601,0
Otu000602,0
Otu000603,0
Otu000604,0.000637775
Otu000605,0.001048969
Otu000606,0.001439782
Otu000607,0
Otu000608,0
Otu000609,0
Otu000610,0
Otu000611,0
Otu000612,0.023212151
Otu000613,0.015819627
Otu000614,0
Otu000615,0.000474901
Otu000616,0.000422878
Otu000617,0
Otu000618,0
Otu000619,0
Otu000620,0
Otu000621,0.001266404
Otu000622,0
Otu000623,0.000646684
Otu000624,0
Otu000625,0.000462513
Otu000626,0.004179614
Otu000627,0.002316052
Otu000628,0.013593357
Otu000629,0
Otu000630,0.029942001
Otu000631,0.009462938
Otu000632,0
Otu000633,0
Otu000634,0
Otu000635,0.010670857
Otu000636,0
Otu000637,0.014363613
Otu000638,0.002045518
Otu000639,0
Otu000640,0
Otu000641,0.000675311
Otu000642,0.002342337
Otu000643,0
Otu000644,0
Otu000645,0.003007709
Otu000646,0
Otu000647,0.022091762
Otu000648,0.037153726
Otu000649,0
Otu000650,0.000476497
Otu000651,0
Otu000652,0
Otu000653,0
Otu000654,0.002586737
Otu000655,0
Otu000656,0
Otu000657,0
Otu000658,0.000422878
Otu000659,0.000476497
Otu000660,0
Otu000661,0
Otu000662,0.000646684
Otu000663,0.010803192
Otu000664,0.000697131
Otu000665,0
Otu000666,0.019533948
Otu000667,0
Otu000668,0
Otu000669,0.00142949
Otu000670,0.003972781
Otu000671,0
Otu000672,0.002423802
Otu000673,0
Otu000674,0.001606746
Otu000675,0
Otu000676,0
Otu000677,0
Otu000678,0
Otu000679,0
Otu000680,0
Otu000681,0.003889885
Otu000682,0.002203819
Otu000683,0.000646684
Otu000684,0
Otu000685,0
Otu000686,0.004364893
Otu000687,0.002734997
Otu000688,0.000275135
Otu000689,0.000476497
Otu000690,0
Otu000691,0.000633202
Otu000692,0.000502993
Otu000693,0.001920123
Otu000694,0.001755882
Otu000695,0
Otu000696,0.000316601
Otu000697,0
Otu000698,0
Otu000699,0.024107527
Otu000700,0.00518946
Otu000701,0
Otu000702,0
Otu000703,0.000949803
Otu000704,0
Otu000705,0.002800708
Otu000706,0.000502993
Otu000707,0.000739479
Otu000708,0
Otu000709,0
Otu000710,0.001151807
Otu000711,0
Otu000712,0
Otu000713,0.003594351
Otu000714,0.000646684
Otu000715,0
Otu000716,0
Otu000717,0
Otu000718,0
Otu000719,0
Otu000720,0.000952994
Otu000721,0.000476497
Otu000722,0.000476497
Otu000723,0
Otu000724,0
Otu000725,0
Otu000726,0.000137568
Otu000727,0
Otu000728,0.000845755
Otu000729,0.000845755
Otu000730,0
Otu000731,0
Otu000732,0
Otu000733,0
Otu000734,0
Otu000735,0.006993158
Otu000736,0
Otu000737,0.015504266
Otu000738,0.001988342
Otu000739,0
Otu000740,0.004344036
Otu000741,0.000474901
Otu000742,0.000476497
Otu000743,0.000633202
Otu000744,0
Otu000745,0.000402285
Otu000746,0
Otu000747,0
Otu000748,0
Otu000749,0
Otu000750,0
Otu000751,0.007864243
Otu000752,0.006627372
Otu000753,0
Otu000754,0
Otu000755,0
Otu000756,0
Otu000757,0.001437638
Otu000758,0.01766096
Otu000759,0
Otu000760,0
Otu000761,0
Otu000762,0.005532977
Otu000763,0
Otu000764,0
Otu000765,0
Otu000766,0
Otu000767,0
Otu000768,0
Otu000769,0
Otu000770,0.024776753
Otu000771,0.01450062
Otu000772,0
Otu000773,0
Otu000774,0.000474901
Otu000775,0.000474901
Otu000776,0
Otu000777,0.000675311
Otu000778,0
Otu000779,0
Otu000780,0
Otu000781,0
Otu000782,0.001857804
Otu000783,0
Otu000784,0
Otu000785,0.000646684
Otu000786,0
Otu000787,0
Otu000788,0
Otu000789,0
Otu000790,0
Otu000791,0.000646684
Otu000792,0
Otu000793,0
Otu000794,0
Otu000795,0
Otu000796,0
Otu000797,0.000422878
Otu000798,0
Otu000799,0
Otu000800,0
Otu000801,0
Otu000802,0
Otu000803,0
Otu000804,0
Otu000805,0
Otu000806,0.000951398
Otu000807,0
Otu000808,0
Otu000809,0.020225479
Otu000810,0
Otu000811,0
Otu000812,0
Otu000813,0
Otu000814,0.000476497
Otu000815,0
Otu000816,0.004404133
Otu000817,0.00128446
Otu000818,0
Otu000819,0
Otu000820,0
Otu000821,0
Otu000822,0.000422878
Otu000823,0.001741305
Otu000824,0
Otu000825,0
Otu000826,0.000646684
Otu000827,0
Otu000828,0
Otu000829,0
Otu000830,0.00142949
Otu000831,0
Otu000832,0.001596487
Otu000833,0
Otu000834,0
Otu000835,0.001200124
Otu000836,0
Otu000837,0
Otu000838,0
Otu000839,0
Otu000840,0.01608354
Otu000841,0
Otu000842,0
Otu000843,0.00142949
Otu000844,0.001754386
Otu000845,0
Otu000846,0.000791502
Otu000847,0
Otu000848,0
Otu000849,0
Otu000850,0
Otu000851,0
Otu000852,0
Otu000853,0.013877028
Otu000854,0
Otu000855,0.001850053
Otu000856,0.0001583
Otu000857,0
Otu000858,0
Otu000859,0
Otu000860,0
Otu000861,0
Otu000862,0.004274113
Otu000863,0
Otu000864,0
Otu000865,0.000402285
Otu000866,0
Otu000867,0.005086968
Otu000868,0.000646684
Otu000869,0
Otu000870,0.002314396
Otu000871,0
Otu000872,0.007967146
Otu000873,0.001850053
Otu000874,0
Otu000875,0.000878782
Otu000876,0
Otu000877,0.000476497
Otu000878,0
Otu000879,0
Otu000880,0.000845755
Otu000881,0
Otu000882,0
Otu000883,0
Otu000884,0
Otu000885,0
Otu000886,0.006025964
Otu000887,0
Otu000888,0
Otu000889,0
Otu000890,0.001399928
Otu000891,0
Otu000892,0
Otu000893,0.000275135
Otu000894,0
Otu000895,0
Otu000896,0
Otu000897,0.000949803
Otu000898,0.003266196
Otu000899,0
Otu000900,0.000316601
Otu000901,0
Otu000902,0.001583005
Otu000903,0
Otu000904,0
Otu000905,0
Otu000906,0
Otu000907,0
Otu000908,0
Otu000909,0.000835581
Otu000910,0
Otu000911,0
Otu000912,0
Otu000913,0.02262876
Otu000914,0.020139283
Otu000915,0
Otu000916,0
Otu000917,0.002955685
Otu000918,0
Otu000919,0
Otu000920,0.000412703
Otu000921,0.000316601
Otu000922,0
Otu000923,0
Otu000924,0
Otu000925,0.000402285
Otu000926,0
Otu000927,0.002198833
Otu000928,0
Otu000929,0.002946452
Otu000930,0
Otu000931,0.001140768
Otu000932,0
Otu000933,0
Otu000934,0
Otu000935,0
Otu000936,0.0001583
Otu000937,0
Otu000938,0
Otu000939,0
Otu000940,0
Otu000941,0
Otu000942,0
Otu000943,0.005862797
Otu000944,0
Otu000945,0
Otu000946,0.00277508
Otu000947,0.000462513
Otu000948,0.000897779
Otu000949,0
Otu000950,0
Otu000951,0
Otu000952,0
Otu000953,0
Otu000954,0
Otu000955,0
Otu000956,0
Otu000957,0.005213123
Otu000958,0.002443045
Otu000959,0
Otu000960,0
Otu000961,0.001036942
Otu000962,0
Otu000963,0
Otu000964,0
Otu000965,0
Otu000966,0
Otu000967,0.002693337
Otu000968,0
Otu000969,0
Otu000970,0
Otu000971,0
Otu000972,0
Otu000973,0
Otu000974,0
Otu000975,0
Otu000976,0
Otu000977,0
Otu000978,0.001109197
Otu000979,0
Otu000980,0.001327312
Otu000981,0
Otu000982,0
Otu000983,0
Otu000984,0.000925027
Otu000985,0
Otu000986,0.001925947
Otu000987,0.001293368
Otu000988,0
Otu000989,0
Otu000990,0
Otu000991,0
Otu000992,0
Otu000993,0
Otu000994,0
Otu000995,0
Otu000996,0
Otu000997,0.000462513
Otu000998,0.000474901
Otu000999,0
Otu001000,0
Otu001001,0
Otu001002,0.001583005
Otu001003,0.0015846
Otu001004,0
Otu001005,0
Otu001006,0
Otu001007,0
Otu001008,0
Otu001009,0
Otu001010,0
Otu001011,0
Otu001012,0.000646684
Otu001013,0
Otu001014,0
Otu001015,0
Otu001016,0
Otu001017,0
Otu001018,0
Otu001019,0
Otu001020,0
Otu001021,0
Otu001022,0
Otu001023,0.000462513
Otu001024,0.000402285
Otu001025,0.001293368
Otu001026,0
Otu001027,0
Otu001028,0
Otu001029,0
Otu001030,0.003058
Otu001031,0.000474901
Otu001032,0
Otu001033,0
Otu001034,0.00142949
Otu001035,0
Otu001036,0
Otu001037,0
Otu001038,0
Otu001039,0.002063515
Otu001040,0
Otu001041,0
Otu001042,0
Otu001043,0
Otu001044,0
Otu001045,0
Otu001046,0.001394263
Otu001047,0
Otu001048,0.000402285
Otu001049,0
Otu001050,0
Otu001051,0
Otu001052,0
Otu001053,0.000502993
Otu001054,0
Otu001055,0.000137568
Otu001056,0
Otu001057,0
Otu001058,0
Otu001059,0
Otu001060,0.004765272
Otu001061,0
Otu001062,0
Otu001063,0
Otu001064,0
Otu001065,0
Otu001066,0.000462513
Otu001067,0.001583005
Otu001068,0
Otu001069,0.004421857
Otu001070,0
Otu001071,0.011717647
Otu001072,0
Otu001073,0.025770554
Otu001074,0
Otu001075,0.006355228
Otu001076,0.000550271
Otu001077,0
Otu001078,0
Otu001079,0
Otu001080,0.000462513
Otu001081,0
Otu001082,0
Otu001083,0
Otu001084,0
Otu001085,0
Otu001086,0
Otu001087,0
Otu001088,0.000960061
Otu001089,0
Otu001090,0.01283779
Otu001091,0.000697131
Otu001092,0
Otu001093,0
Otu001094,0
Otu001095,0
Otu001096,0
Otu001097,0
Otu001098,0.001293368
Otu001099,0.001597837
Otu001100,0
Otu001101,0
Otu001102,0
Otu001103,0
Otu001104,0.001100289
Otu001105,0
Otu001106,0
Otu001107,0
Otu001108,0
Otu001109,0.000952994
Otu001110,0.000646684
Otu001111,0
Otu001112,0.001347904
Otu001113,0.00138754
Otu001114,0
Otu001115,0
Otu001116,0
Otu001117,0.000646684
Otu001118,0.000476497
Otu001119,0.001347904
Otu001120,0
Otu001121,0.001609969
Otu001122,0
Otu001123,0
Otu001124,0
Otu001125,0
Otu001126,0
Otu001127,0
Otu001128,0
Otu001129,0
Otu001130,0
Otu001131,0
Otu001132,0
Otu001133,0
Otu001134,0
Otu001135,0
Otu001136,0
Otu001137,0
Otu001138,0
Otu001139,0.000316601
Otu001140,0
Otu001141,0
Otu001142,0.000675311
Otu001143,0.000646684
Otu001144,0
Otu001145,0
Otu001146,0
Otu001147,0
Otu001148,0
Otu001149,0.002649306
Otu001150,0
Otu001151,0
Otu001152,0.016979163
Otu001153,0.017453528
Otu001154,0.000925027
Otu001155,0.002950556
Otu001156,0
Otu001157,0
Otu001158,0
Otu001159,0.001266404
Otu001160,0
Otu001161,0
Otu001162,0
Otu001163,0
Otu001164,0
Otu001165,0
Otu001166,0
Otu001167,0
Otu001168,0
Otu001169,0
Otu001170,0.013914967
Otu001171,0
Otu001172,0
Otu001173,0
Otu001174,0.000646684
Otu001175,0
Otu001176,0.000137568
Otu001177,0
Otu001178,0
Otu001179,0.001422575
Otu001180,0.000476497
Otu001181,0.000697131
Otu001182,0.002246362
Otu001183,0
Otu001184,0
Otu001185,0
Otu001186,0
Otu001187,0
Otu001188,0
Otu001189,0
Otu001190,0.000275135
Otu001191,0
Otu001192,0.00223288
Otu001193,0
Otu001194,0
Otu001195,0
Otu001196,0.002351256
Otu001197,0.00092587
Otu001198,0.005519702
Otu001199,0
Otu001200,0.004155735
Otu001201,0
Otu001202,0
Otu001203,0
Otu001204,0
Otu001205,0
Otu001206,0
Otu001207,0
Otu001208,0
Otu001209,0
Otu001210,0
Otu001211,0.00262396
Otu001212,0
Otu001213,0
Otu001214,0
Otu001215,0
Otu001216,0
Otu001217,0
Otu001218,0
Otu001219,0
Otu001220,0
Otu001221,0.000675311
Otu001222,0
Otu001223,0
Otu001224,0.000646684
Otu001225,0
Otu001226,0.012259352
Otu001227,0
Otu001228,0.006889988
Otu001229,0
Otu001230,0
Otu001231,0
Otu001232,0
Otu001233,0
Otu001234,0
Otu001235,0.001069562
Otu001236,0
Otu001237,0.000633202
Otu001238,0
Otu001239,0
Otu001240,0
Otu001241,0
Otu001242,0
Otu001243,0
Otu001244,0.000646684
Otu001245,0
Otu001246,0
Otu001247,0.000560585
Otu001248,0.003710834
Otu001249,0
Otu001250,0
Otu001251,0
Otu001252,0.000476497
Otu001253,0.003158322
Otu001254,0
Otu001255,0
Otu001256,0.000925027
Otu001257,0
Otu001258,0
Otu001259,0
Otu001260,0.000791502
Otu001261,0.000476497
Otu001262,0
Otu001263,0.000476497
Otu001264,0
Otu001265,0
Otu001266,0
Otu001267,0.004129938
Otu001268,0
Otu001269,0.002083581
Otu001270,0.010090876
Otu001271,0
Otu001272,0
Otu001273,0.001350621
Otu001274,0
Otu001275,0
Otu001276,0
Otu001277,0
Otu001278,0
Otu001279,0.012183822
Otu001280,0
Otu001281,0
Otu001282,0.000825406
Otu001283,0
Otu001284,0
Otu001285,0.004449537
Otu001286,0
Otu001287,0
Otu001288,0
Otu001289,0
Otu001290,0
Otu001291,0
Otu001292,0
Otu001293,0
Otu001294,0
Otu001295,0
Otu001296,0
Otu001297,0
Otu001298,0.001159645
Otu001299,0.007365682
Otu001300,0.007578684
Otu001301,0.0001583
Otu001302,0.001797673
Otu001303,0.014380213
Otu001304,0
Otu001305,0
Otu001306,0
Otu001307,0
Otu001308,0
Otu001309,0.000925027
Otu001310,0.000422878
Otu001311,0
Otu001312,0
Otu001313,0.001513244
Otu001314,0
Otu001315,0
Otu001316,0
Otu001317,0
Otu001318,0
Otu001319,0.001387244
Otu001320,0.00142949
Otu001321,0
Otu001322,0
Otu001323,0
Otu001324,0
Otu001325,0.000476497
Otu001326,0
Otu001327,0
Otu001328,0
Otu001329,0
Otu001330,0
Otu001331,0
Otu001332,0
Otu001333,0.000925027
Otu001334,0
Otu001335,0
Otu001336,0
Otu001337,0
Otu001338,0
Otu001339,0
Otu001340,0
Otu001341,0
Otu001342,0.000675311
Otu001343,0
Otu001344,0
Otu001345,0
Otu001346,0
Otu001347,0
Otu001348,0
Otu001349,0
Otu001350,0.004859778
Otu001351,0.000675311
Otu001352,0
Otu001353,0.000758381
Otu001354,0.000402285
Otu001355,0.000422878
Otu001356,0.002402566
Otu001357,0
Otu001358,0
Otu001359,0
Otu001360,0
Otu001361,0
Otu001362,0
Otu001363,0
Otu001364,0
Otu001365,0
Otu001366,0.000137568
Otu001367,0
Otu001368,0
Otu001369,0
Otu001370,0
Otu001371,0
Otu001372,0
Otu001373,0
Otu001374,0
Otu001375,0
Otu001376,0
Otu001377,0
Otu001378,0
Otu001379,0
Otu001380,0
Otu001381,0
Otu001382,0
Otu001383,0
Otu001384,0
Otu001385,0
Otu001386,0.001920123
Otu001387,0
Otu001388,0
Otu001389,0.010922483
Otu001390,0.00999459
Otu001391,0
Otu001392,0
Otu001393,0
Otu001394,0
Otu001395,0
Otu001396,0
Otu001397,0
Otu001398,0
Otu001399,0.000646684
Otu001400,0
Otu001401,0.001905987
Otu001402,0
Otu001403,0
Otu001404,0.002382484
Otu001405,0
Otu001406,0
Otu001407,0
Otu001408,0
Otu001409,0.000877193
Otu001410,0
Otu001411,0
Otu001412,0
Otu001413,0
Otu001414,0
Otu001415,0
Otu001416,0
Otu001417,0
Otu001418,0
Otu001419,0
Otu001420,0
Otu001421,0
Otu001422,0.000633202
Otu001423,0
Otu001424,0
Otu001425,0.000637775
Otu001426,0
Otu001427,0
Otu001428,0
Otu001429,0.000476497
Otu001430,0
Otu001431,0
