Group,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Control,Control,Control
ASV000512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.758928571,0,0,0
ASV000513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035391966,0.041450777,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000515,0,0,0,0,0,0,0,0,0,0,0.028124648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.385326757,0,0,0,0,0
ASV000517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.385326757,0,0,0,0,0
ASV000518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.280530023,0,0,0,0
ASV000519,0,0,0,0,0,0,0,0,0,0,0,0,0.251591703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.033146793,0
ASV000525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000526,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001025862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.699404762,0,0,0
ASV000527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000529,0.029721253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000530,0.000422642,0.002364122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023119605,0,0,0,0,0
ASV000531,0,0,0,0,0.033129621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000532,0,0,0,0,0,0,0.179115854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000533,0,0,0,0,0,0,0,0,0,0.333901677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000534,0,0,0,0,0,0,0,0,0,0.333901677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000535,0,0,0,0,0,0,0,0,0,0.094394569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193710588
ASV000537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.280530023,0,0,0,0
ASV000538,0,0,0,0,0,0,0,0,0,0,0,0,0.022320369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017012326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000542,0.020400651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000543,0.019441521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000544,0,0,0,0,0,0,0,0.54541143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000545,0,0,0,0,0,0,0,0,0,0.092386174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000546,0,0,0,0,0,0,0,0,0,0.054226667,0.010124873,0,0.001027538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000547,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027668008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.24483099,0,0
ASV000549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017794914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000551,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087919114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017313019
ASV000552,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02706653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000553,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02706653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.669642857,0,0,0
ASV000557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000559,0,0,0,0,0,0,0,0,0,0.002008395,0,0.11370247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000560,0,0,0,0,0,0,0,0,0,0,0.151948832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050125313
ASV000561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262623851,0,0,0,0
ASV000562,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001998162,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256655127,0,0,0,0
ASV000563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005968724,0,0,0,0
ASV000564,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045137927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.654761905,0,0,0
ASV000566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.823579304,0,0
ASV000567,0,0,0,0,0,0,0,0,0,0,0.001124986,0,0,0.000601478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080693551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000569,0,0,0,0,0,0,0,0,0,0.305484513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000570,0,0,0,0,0,0,0,0.497984349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.335892514,0,0,0,0,0,0
ASV000572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005968724,0,0,0,0
ASV000573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,0,0,0
ASV000576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,0,0,0
ASV000577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.95389049,0
ASV000578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000580,0.00508617,0.002364122,0,0.006626027,0.065179604,0,0,0,0,0,0,0,0,0,0.00029403,0,0,0,0.006908463,0,0.0019998,0.001698398,0.003045623,0.00460007,0,0,0,0,0,0,0,0
ASV000581,0.02592705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084831682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000583,0,0,0,0,0,0,0,0,0,0.082344199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29723068
ASV000585,0,0,0,0,0,0,0,0,0,0,0.023062212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.315967941,0,0,0,0,0
ASV000587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000588,0,0,0,0,0,0,0,0,0.339270568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308261406,0,0,0,0,0
ASV000590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308261406,0,0,0,0,0
ASV000591,0,0,0,0,0,0,0,0,0,0,0,0,0.205380982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000592,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024059137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.839431769,0
ASV000597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.300554871,0,0,0,0,0
ASV000598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.300554871,0,0,0,0,0
ASV000599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078624485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000600,0,0,0,0,0,0,0,0,0,0.269963058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000601,0,0,0,0,0,0,0,0,0,0,0,0.100481252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000602,0,0,0,0,0,0,0,0,0,0,0,0.036429872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000603,0,0,0,0,0,0,0,0,0,0,0,0.036429872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000604,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02285618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013145888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000610,0.01463525,0.009456488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000611,0.015637745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000612,0.015637745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000613,0,0,0,0,0,0,0,0,0.313825276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000614,0,0,0,0,0,0,0,0,0.313825276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.550595238,0,0,0
ASV000617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.967213115,0,0
ASV000618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000619,0,0,0,0,0,0,0,0,0,0,0,0,0.035963831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000620,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071933821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000625,0,0,0,0,0,0,0,0,0,0,0.000562493,0,0.015878475,0.006703088,0.005272924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000626,0.014792462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000627,0,0.035461831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26972873,0,0,0,0,0
ASV000629,0,0,0,0,0,0,0,0,0,0,0,0,0.016621551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000630,0,0,0,0,0,0,0,0,0,0,0,0,0.016621551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000631,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035905169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.449567723,0
ASV000633,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020450267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.399491094,0,0
ASV000635,0.005691304,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00790885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000636,0.018034994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000637,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000601478,0,0,0,0.194655813,0,0,0,0.025475976,0,0,0,0,0,0,0,0,0,0
ASV000638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030360461,0,0,0,0,0,0,0,0
ASV000639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25431566,0,0,0,0,0
ASV000640,0,0,0,0,0,0,0,0,0,0,0,0,0.015671748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000641,0,0,0,0,0,0,0,0,0,0,0,0,0.015671748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000642,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019848788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.491071429,0,0,0
ASV000644,0,0,0,0,0,0,0,0,0,0,0.00956238,0,0,0,0.004448728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163934426,0,0
ASV000645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000646,0,0,0,0,0,0,0,0,0,0,0,0.084615791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190999164,0,0,0,0
ASV000648,0,0,0,0,0,0,0,0,0,0,0,0,0.015196847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000649,0,0,0,0,0,0,0,0,0,0,0,0,0.015196847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000650,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01924731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.476190476,0,0,0
ASV000653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000654,0,0,0,0,0,0,0,0,0,0.184711566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000655,0,0,0,0,0,0,0,0,0,0,0.007312409,0,0,0.003007392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18503044,0,0,0,0
ASV000657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014720224,0,0,0,0,0,0,0,0.024729011
ASV000661,0,0,0,0,0,0,0,0,0.254452926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000662,0,0,0,0,0,0,0,0,0.254452926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062071962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000664,0,0,0,0,0,0,0,0,0,0,0,0.028760426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179061717,0,0,0,0
ASV000666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00029403,0,0,0,0,0,0,0,0,0,0,0,0,0,0.431547619,0,0,0
ASV000670,0.018338645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000671,0,0,0,0,0,0,0,0.272705715,0,0,0,0,0,0,0,0,0,0,0,0.010407813,0,0,0,0,0,0,0,0,0,0,0,0
ASV000672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.460095558,0,0,0,0,0.004568435,0,0,0,0,0,0,0,0,0
ASV000673,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029749997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.431547619,0,0,0
ASV000679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152198422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07204611,0
ASV000680,0.017706278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000681,0.007588405,0,0,0,0,0,0,0,0,0,0,0.056306306,0,0.014362068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047555155,0,0,0,0,0,0,0,0,0,0
ASV000683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025760392,0,0,0,0,0,0,0,0
ASV000684,0,0,0,0,0,0,0,0,0,0,0,0.45045045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00790885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000688,0.011974295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000689,0,0,0,0,0,0,0,0,0,0,0.088992714,0,0,0.001998162,0,0,0,0,0,0,0,0.016983984,0,0,0,0,0,0,0,0,0,0
ASV000690,0,0,0,0,0,0,0,0,0,0,0,0.071394574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000691,0,0,0,0,0,0,0,0,0,0,0,0.760135135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161155545,0,0,0,0
ASV000693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19993602,0,0,0,0,0,0
ASV000695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007644788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV000699,0.01108731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
