Group,S19,Day 1,Day 2,Day 3,Day 4
ASV000037,0.177628812,0.605350297,0.167655795,0.341424662,0.076888285
ASV000038,0,0,0,0,0
ASV000039,0.933705427,0.068343728,0.457681319,2.300022401,0.328027244
ASV000040,0.12124002,1.263440074,0.494777972,0.174679144,0.083730542
ASV000041,0.256899314,0,0.005885122,0.051259966,0.371073978
ASV000042,0.443850719,2.085572696,0.679285567,0.550518482,0.139262174
ASV000043,0.002382484,0,0.024783147,0.003090999,0
ASV000044,0,0,0,0.002881761,0
ASV000045,0,0,0,0,0
ASV000046,0.033795964,0.001081303,0,0.023843833,0.01257482
ASV000047,0.76647405,0.010813032,0.380110875,0.963243927,0.656719026
ASV000048,0,0,0,0,0
ASV000049,0.195265233,0.005934151,0.027399763,0.189009508,0.203778063
ASV000050,0.120702396,0.182150605,0.064283634,0,0.003188877
ASV000051,0.23305857,0.008734387,0,0.046124156,0.180739312
ASV000052,0.108579182,0.003217876,0.012177672,0.056202512,0.19237038
ASV000053,0.004385965,0,0,0,0
ASV000054,0,0,0,0,0
ASV000055,0.311476064,0.004325213,0.00892954,0.274427705,0.119794641
ASV000056,0,0,0,0,0
ASV000057,0.365512748,0.107472139,0.516441974,0.333918909,0.784641108
ASV000058,0.528475629,0.20709679,0.107659236,0.064398087,0.034716272
ASV000059,0.061504828,0.022950397,0.018266508,0.021605402,0.038537981
ASV000060,0,0.000527635,0,0,0
ASV000061,0,0,0,0,0
ASV000062,0,0,0,0,0
ASV000063,0,0,0,0,0
ASV000064,0.002382484,0,0,0,0.014297999
ASV000065,0.320893659,0.042014498,0.050080113,0.118780286,0.197434402
ASV000066,0,0.00105527,0,0,0.003376553
ASV000067,0.049385065,0.157999802,0.019534075,0,0
ASV000068,0.3394834,0.091151577,0.097161092,0.086275552,0.446940948
ASV000069,0.023951652,0.029390248,0.019126648,0.009272997,0.009080394
ASV000070,0.002114388,0,0,0,0
ASV000071,0.002114388,0,0,0,0
ASV000072,0.059862004,0.262328027,0.04589036,0.026934832,0.005703841
ASV000073,1.275185228,0.518444235,0.509221404,0.520612618,0.250144749
ASV000074,0.02410884,0.00105527,0,0.010287594,0.012081596
ASV000075,0,0,0,0,0
ASV000076,0.784665027,0.394795228,0.67248142,0.664132082,0.33924725
ASV000077,0.03067382,0.002638174,0.006088836,0.006181998,0.005029928
ASV000078,0,0,0,0,0
ASV000079,0,0,0,0,0
ASV000080,0.652504843,0.01347724,0.039699667,0.072222037,0.515712711
ASV000081,0,0,0,0,0
ASV000082,0.004385965,0,0,0.003090999,0.019883967
ASV000083,0,0,0,0,0
ASV000084,0.026380416,0,0,0.008854522,0.029568471
ASV000085,0.011154414,0.091187444,0.022272923,0,0
ASV000086,0,0,0,0,0
ASV000087,0,0,0,0,0
ASV000088,0.006343165,0.055108328,0.022476636,0.023891041,0.052460627
ASV000089,0.028053617,0.100821153,0.022476636,0,0.002514964
ASV000090,0.131855801,0,0.013445239,0.076149987,0.25247281
ASV000091,0,0,0,0,0
ASV000092,0.196993472,0.197043679,0.26141708,0.21502416,0.097446166
ASV000093,0,0,0,0,0
ASV000094,0,0,0,0,0
ASV000095,0,0,0,0,0
ASV000096,0.006343165,0.009024854,0.010298964,0,0.003376553
ASV000097,0.004764968,0.140556363,0.003044418,0,0.006753106
ASV000098,0.002382484,0.031729227,0,0.03540247,0.118266898
ASV000099,0,0.002911462,0,0,0
ASV000100,0,0,0,0,0
ASV000101,0.014026808,0.133130487,0.02237478,0,0.009754308
ASV000102,0.034301779,0,0,0.002881761,0.023982503
ASV000103,0.280340268,0.011535854,0.102813058,0.261519583,1.226927551
ASV000104,0,0,0,0,0.007544892
ASV000105,0.066029635,0,0.001471281,0.022023877,0.02326052
ASV000106,0.309978398,0.011236533,0.064788385,0.049215155,0.135823577
ASV000107,0,0.001081303,0,0,0.012943185
ASV000108,0,0,0,0,0
ASV000109,0,0,0,0,0.006753106
ASV000110,0.307150851,0.019739613,0.049138492,0.305049658,0.247199377
ASV000111,0.019611967,0.14846392,0.02120907,0,0
ASV000112,0,0,0,0,0
ASV000113,0.04409981,0.129254935,0.089571533,0.048571825,0.012943185
ASV000114,0,0.015829046,0,0,0
ASV000115,0.020906165,0.121387596,0.006088836,0,0.003188877
ASV000116,0.007147452,0,0,0.004105596,0.012644624
ASV000117,0,0,0,0,0
ASV000118,0,0,0,0,0
ASV000119,0,0,0,0,0
ASV000120,0.072354454,0.001081303,0.006088836,0.056218129,0.149671048
ASV000121,0,0,0,0,0
ASV000122,0,0,0,0,0
ASV000123,0,0,0,0,0
ASV000124,0,0,0,0,0
ASV000125,0.324311833,0,0.011872102,0.384959166,1.357168003
ASV000126,0.082787554,0.022000492,0.087061308,0.099413315,0.163863534
ASV000127,0,0,0,0,0
ASV000128,0.015605006,0.041173357,0.003044418,0,0
ASV000129,0.225686862,0.057898605,0.132605346,0.028592759,0.111201256
ASV000130,0,0,0,0,0
ASV000131,0.243185449,0.009373248,0.14682471,0.564754073,0.054482367
ASV000132,0,0,0,0,0
ASV000133,0,0,0,0,0
ASV000134,0.040610693,0,0.009133254,0.037478872,0.022329128
ASV000135,0.00926184,0.068087492,0.010298964,0,0
ASV000136,0.014026808,0.045679573,0.001471281,0,0
ASV000137,0.085031196,0.222019508,0.127295169,0.075553866,0.064125789
ASV000138,0.035106066,0.20115854,0.066264199,0.081463801,0.030923285
ASV000139,0,0,0,0,0
ASV000140,0.04870759,0.007015454,0,0.01808031,0.048104612
ASV000141,0.194713137,0.080392375,0.38622462,0.250849893,0.215795227
ASV000142,0.031478107,0.094164053,0.023744203,0,0
ASV000143,0,0,0,0,0
ASV000144,0,0,0,0,0
ASV000145,0.067358083,0.19611624,0.165955892,0.065637539,0.087684871
ASV000146,0.340627555,0.029114624,0.003044418,0.208664516,1.027835701
ASV000147,0,0,0.003044418,0,0
ASV000148,0,0,0.008827684,0,0
ASV000149,0.011533417,0.004367194,0,0,0.005029928
ASV000150,0.073620717,0.049743793,0.114664784,0.104371479,0.182247708
ASV000151,0,0,0,0,0.003376553
ASV000152,0.226126617,0.137797128,0.148911665,0.172231832,0.040295253
ASV000153,0,0,0,0,0
ASV000154,0.01191242,0.041196397,0.003044418,0,0
ASV000155,0,0,0,0,0
ASV000156,0,0,0,0,0
ASV000157,0.021837263,0,0,0,0
ASV000158,0,0,0,0,0
ASV000159,0.002382484,0.047913634,0.013445239,0,0
ASV000160,0,0.013063699,0.003044418,0,0.003188877
ASV000161,0,0,0,0,0
ASV000162,0.071552609,0.008546292,0.041048715,0.123387944,0.080077163
ASV000163,0,0.008650425,0,0,0
ASV000164,0,0,0,0,0
ASV000165,0,0,0,0,0
ASV000166,0.006879356,0.000527635,0,0,0.003376553
ASV000167,0,0,0,0,0
ASV000168,0.041985422,0.001081303,0.018266508,0.042196206,0.033438249
ASV000169,0,0.003165809,0,0,0
ASV000170,0.065098536,0.001608938,0.003044418,0.002881761,0.070948699
ASV000171,0,0.001081303,0,0,0
ASV000172,0.099243127,0.041079309,0.083589087,0.084329588,0.092088955
ASV000173,0,0,0,0,0
ASV000174,0.008457554,0,0,0.006181998,0.077068974
ASV000175,0,0,0,0,0
ASV000176,0,0.005803984,0,0,0
ASV000177,0,0,0,0,0
ASV000178,0,0,0,0,0
ASV000179,0,0,0,0,0
ASV000180,0,0,0,0,0
ASV000181,0,0.023282844,0.021005356,0,0
ASV000182,0.13548376,0.081796039,0.061870733,0.023843833,0.015458149
ASV000183,0,0,0,0,0
ASV000184,0,0,0,0,0
ASV000185,0.099760972,0,0,0.005763523,0.048403173
ASV000186,0,0.004221079,0,0,0
ASV000187,0.007147452,0.008734387,0.001471281,0,0
ASV000188,0,0,0,0,0
ASV000189,0,0,0,0,0
ASV000190,0.043390527,0.013101581,0.004413842,0,0.003188877
ASV000191,0,0,0,0,0
ASV000192,0.027517425,0.084338403,0.098179661,0.052258946,0.060068335
ASV000193,0.004496872,0.016538915,0,0,0
ASV000194,0,0,0,0,0
ASV000195,0.088088713,0.001081303,0.013648953,0.108461458,0.10335703
ASV000196,0.004496872,0.05390051,0.010502678,0,0.006753106
ASV000197,0.004385965,0.000527635,0,0.008211192,0.01669509
ASV000198,0,0,0,0,0
ASV000199,0,0.000527635,0,0,0
ASV000200,0.004764968,0.040836811,0.003044418,0,0
ASV000201,0,0,0,0,0
ASV000202,0,0,0,0,0
ASV000203,0.008993745,0.043114742,0,0,0
ASV000204,0,0,0,0,0
ASV000205,0,0.01626739,0,0,0
ASV000206,0,0,0,0,0
ASV000207,0.002114388,0.011607967,0,0,0
ASV000208,0.009529936,0.077434707,0.007560117,0,0
ASV000209,0,0.00105527,0,0,0
ASV000210,0,0.000527635,0,0,0
ASV000211,0,0,0,0,0
ASV000212,0.032788208,0,0.07739386,0.039523683,0.091658546
ASV000213,0,0,0,0,0
ASV000214,0,0,0,0,0
ASV000215,0,0,0,0,0
ASV000216,0,0,0,0,0
ASV000217,0,0,0,0,0
ASV000218,0,0,0,0,0
ASV000219,0,0,0,0,0
ASV000220,0,0,0,0,0.003376553
ASV000221,0,0,0,0,0
ASV000222,0.011154414,0,0,0,0
ASV000223,0.002382484,0.01583204,0,0,0
ASV000224,0,0,0,0,0
ASV000225,0,0,0,0,0
ASV000226,0,0,0,0,0
ASV000227,0,0.029833921,0,0,0
ASV000228,0.030941916,0.005406516,0.031100606,0.018932878,0.119664408
ASV000229,0.022419735,0.121211602,0.134325625,0.031683758,0.086558815
ASV000230,0.015651286,0,0,0.006181998,0
ASV000231,0,0,0,0,0
ASV000232,0.054655848,0.009627595,0.06133654,0.006987357,0.010733769
ASV000233,0,0,0,0,0
ASV000234,0,0,0,0,0
ASV000235,0.004228777,0.036212277,0.001471281,0,0
ASV000236,0,0,0,0,0
ASV000237,0.004764968,0,0,0,0.003376553
ASV000238,0,0,0,0,0.002514964
ASV000239,0,0,0,0,0
ASV000240,0,0.013190872,0,0,0
ASV000241,0.002382484,0.024439254,0,0,0
ASV000242,0,0.000527635,0,0,0
ASV000243,0.002114388,0,0,0,0.009941984
ASV000244,0.011154414,0.00324391,0.006088836,0.034131427,0.005891517
ASV000245,0.008993745,0,0,0.002881761,0.01012966
ASV000246,0,0,0,0,0
ASV000247,0.004764968,0.006155372,0,0,0
ASV000248,0.008614742,0.025383298,0.004413842,0,0
ASV000249,0,0,0,0,0
ASV000250,0,0,0,0,0
ASV000251,0,0.011738134,0,0,0
ASV000252,0,0,0,0,0
ASV000253,0.004764968,0.075072814,0,0,0
ASV000254,0.023556744,0.029480197,0,0,0
ASV000255,0.135844417,0.001081303,0.018266508,0.088644421,0.257598876
ASV000256,0.004764968,0.013893649,0,0,0
ASV000257,0,0,0,0,0
ASV000258,0,0,0,0,0
ASV000259,0,0,0,0,0
ASV000260,0,0,0,0,0
ASV000261,0.083640563,0.014997991,0.061743967,0.09835151,0.060609629
ASV000262,0,0,0,0,0
ASV000263,0,0,0,0,0
ASV000264,0.004385965,0.032417693,0.003044418,0,0
ASV000265,0,0.006331619,0,0,0
ASV000266,0,0,0,0,0
ASV000267,0,0.03875341,0.007356403,0,0
ASV000268,0,0,0,0,0
ASV000269,0,0,0,0,0
ASV000270,0,0,0,0,0
ASV000271,0.009150933,0,0.003044418,0,0.005891517
ASV000272,0.007147452,0.008650425,0.010502678,0,0
ASV000273,0.006500353,0.019784588,0,0,0
ASV000274,0.022530643,0,0.027827566,0.011092953,0.008218805
ASV000275,0,0,0,0,0
ASV000276,0,0,0,0,0
ASV000277,0,0,0,0,0
ASV000278,0.00926184,0.034610431,0,0,0
ASV000279,0,0.037689285,0.001471281,0,0
ASV000280,0,0,0,0.010078356,0.013318537
ASV000281,0.079094968,0,0.011872102,0.015245757,0.02116199
ASV000282,0,0,0,0,0
ASV000283,0,0,0,0,0
ASV000284,0,0,0,0,0
ASV000285,0.002382484,0.029547553,0.006088836,0,0.002514964
ASV000286,0,0,0,0,0
ASV000287,0,0,0.001471281,0,0
ASV000288,0.023997932,0,0.002942561,0.007196595,0.020488077
ASV000289,0,0,0,0,0
ASV000290,0.004764968,0.023570317,0.003044418,0,0
ASV000291,0.067386017,0,0,0.01275088,0.033132701
ASV000292,0.004228777,0,0.017655367,0.090768031,0.358171875
ASV000293,0,0,0,0,0
ASV000294,0.004764968,0.018036627,0,0,0
ASV000295,0,0.002911462,0,0.006181998,0
ASV000296,0.013268802,0.010656831,0,0,0.006753106
ASV000297,0.002114388,0.017595948,0,0,0
ASV000298,0,0.00324391,0.009133254,0.006987357,0.012081596
ASV000299,0.00877193,0,0,0,0.003376553
ASV000300,0,0,0,0,0
ASV000301,0.004764968,0.001081303,0,0,0.00656543
ASV000302,0,0,0,0,0
ASV000303,0.006611261,0.019016791,0,0,0
ASV000304,0,0,0,0,0
ASV000305,0,0,0,0,0
ASV000306,0,0,0,0,0
ASV000307,0.018255585,0.003566271,0,0,0
ASV000308,0,0,0,0,0
ASV000309,0.002382484,0.051656935,0,0,0
ASV000310,0,0,0,0,0
ASV000311,0.030073002,0.002162606,0.021310926,0.036030183,0.008892718
ASV000312,0.002382484,0,0,0,0
ASV000313,0,0,0,0,0
ASV000314,0,0,0,0,0
ASV000315,0.00926184,0.01887367,0,0,0
ASV000316,0,0,0,0,0
ASV000317,0,0,0,0,0.01012966
ASV000318,0,0.049572303,0,0,0
ASV000319,0.036952358,0.022707367,0.037800584,0.045271589,0.031597198
ASV000320,0,0,0,0,0.007544892
ASV000321,0.002114388,0.043879546,0.001471281,0.011736283,0.011595358
ASV000322,0,0,0,0,0
ASV000323,0.007147452,0.00902186,0,0,0
ASV000324,0.002114388,0,0,0,0.019133263
ASV000325,0,0.011607967,0,0.004105596,0
ASV000326,0,0.028278813,0.022069209,0,0
ASV000327,0.011265321,0.043109413,0.026992335,0.021427755,0.023003041
ASV000328,0,0,0,0,0
ASV000329,0,0,0,0,0
ASV000330,0.002114388,0.002162606,0,0.015841879,0.006377754
ASV000331,0.006611261,0.029540587,0.006088836,0,0
ASV000332,0,0,0,0,0
ASV000333,0,0.020733961,0.011770245,0,0
ASV000334,0.058505622,0,0.008827684,0.016051117,0.031527395
ASV000335,0.112385117,0.029807887,0.05018197,0.05512509,0.005029928
ASV000336,0.007147452,0,0,0,0
ASV000337,0,0,0,0,0
ASV000338,0.006879356,0.006331619,0.002942561,0,0
ASV000339,0,0,0,0,0
ASV000340,0,0.001081303,0.003044418,0.003090999,0.006753106
ASV000341,0.004496872,0.072377942,0.041069091,0.01439319,0
ASV000342,0.002114388,0.030101221,0,0,0
ASV000343,0.026602231,0,0.027827566,0.013378593,0.023566069
ASV000344,0,0,0,0,0
ASV000345,0,0,0,0,0
ASV000346,0.057130893,0.014030908,0.055227328,0.078163564,0.040184368
ASV000347,0.004764968,0,0,0,0
ASV000348,0,0,0,0,0
ASV000349,0.011376229,0.009731729,0.003044418,0,0
ASV000350,0.014026808,0.024827866,0,0,0
ASV000351,0,0,0,0,0
ASV000352,0,0,0,0,0
ASV000353,0,0,0,0,0
ASV000354,0,0,0,0,0
ASV000355,0.04409981,0.016721149,0.024355344,0.108398633,0.065848968
ASV000356,0.013268802,0.025352508,0,0,0
ASV000357,0,0,0,0,0.003188877
ASV000358,0,0,0,0,0
ASV000359,0,0,0,0,0
ASV000360,0,0,0,0,0
ASV000361,0,0.054361893,0,0,0
ASV000362,0,0,0,0,0
ASV000363,0,0,0,0,0
ASV000364,0.017340391,0.00324391,0.090940956,0.024262308,0.041837743
ASV000365,0,0,0,0,0
ASV000366,0,0,0,0,0
ASV000367,0.011265321,0.024973981,0,0,0
ASV000368,0,0,0,0,0
ASV000369,0,0,0,0,0
ASV000370,0,0,0,0,0
ASV000371,0.011533417,0,0,0.002881761,0.013506213
ASV000372,0.007147452,0,0.00745826,0,0
ASV000373,0.004385965,0,0,0,0
ASV000374,0,0.003566271,0.003044418,0,0
ASV000375,0,0,0,0,0
ASV000376,0.002114388,0,0,0,0
ASV000377,0.011108133,0.001455731,0,0,0.012269272
ASV000378,0.00926184,0.004748714,0,0,0
ASV000379,0,0,0,0,0
ASV000380,0,0,0,0,0
ASV000381,0,0,0,0,0
ASV000382,0,0.001081303,0.008827684,0,0
ASV000383,0,0,0,0,0
ASV000384,0,0,0,0,0
ASV000385,0,0.023065721,0.002942561,0,0
ASV000386,0.004764968,0.01164585,0,0,0
ASV000387,0,0,0.003044418,0,0
ASV000388,0,0,0,0,0
ASV000389,0,0,0,0,0
ASV000390,0.002382484,0.021313663,0,0,0
ASV000391,0,0,0,0,0
ASV000392,0.013915901,0,0,0.007196595,0.027915097
ASV000393,0,0.019463457,0,0,0
ASV000394,0,0,0,0,0
ASV000395,0,0,0,0,0
ASV000396,0,0,0,0,0
ASV000397,0.002382484,0.006383685,0,0,0
ASV000398,0,0,0,0,0
ASV000399,0,0,0,0,0
ASV000400,0,0,0,0,0.006377754
ASV000401,0,0,0,0,0
ASV000402,0,0,0,0,0
ASV000403,0.00926184,0.016013043,0.024783147,0.008211192,0.009080394
ASV000404,0.004385965,0.017300851,0,0,0
ASV000405,0,0,0,0,0
ASV000406,0,0,0,0,0
ASV000407,0,0.02057776,0.006088836,0,0
ASV000408,0,0,0,0,0
ASV000409,0,0,0,0,0
ASV000410,0.002382484,0.020712684,0.012177672,0,0
ASV000411,0.004496872,0.00324391,0,0,0
ASV000412,0,0,0,0,0
ASV000413,0,0,0,0,0
ASV000414,0,0,0,0,0
ASV000415,0,0,0,0,0
ASV000416,0,0,0,0,0
ASV000417,0.004764968,0,0,0,0
ASV000418,0.004496872,0,0,0,0
ASV000419,0,0,0,0,0
ASV000420,0.009529936,0.007386888,0,0,0.006753106
ASV000421,0.089521752,0.020215181,0.078335481,0.117995689,0.03669693
ASV000422,0,0.035112033,0,0,0
ASV000423,0,0.023110696,0.004515699,0.007196595,0
ASV000424,0,0,0,0,0
ASV000425,0,0,0,0,0
ASV000426,0,0,0,0,0
ASV000427,0,0,0,0,0
ASV000428,0,0.001081303,0,0,0
ASV000429,0,0,0.004413842,0,0
ASV000430,0,0,0,0,0
ASV000431,0.006343165,0,0.001471281,0.003090999,0.01012966
ASV000432,0,0,0,0,0
ASV000433,0,0,0.002942561,0,0
ASV000434,0,0.023291699,0,0,0
ASV000435,0,0,0,0,0
ASV000436,0,0,0.003044418,0,0
ASV000437,0,0,0,0,0
ASV000438,0,0,0,0,0
ASV000439,0.002114388,0,0,0,0
ASV000440,0,0,0,0,0
ASV000441,0.004764968,0.032904452,0,0,0
ASV000442,0,0,0,0,0
ASV000443,0,0,0,0,0
ASV000444,0.002382484,0.018753588,0,0,0
ASV000445,0,0,0,0,0
ASV000446,0,0,0,0,0
ASV000447,0.093877341,0.002690241,0.021310926,0.14737819,0.052155079
ASV000448,0.00877193,0.010025063,0,0,0
ASV000449,0.004385965,0.03073299,0,0,0
ASV000450,0,0.016013043,0.007356403,0,0
ASV000451,0,0,0,0,0
ASV000452,0,0.036896113,0.008827684,0,0
ASV000453,0.002382484,0.014010736,0,0,0
ASV000454,0,0,0,0,0
ASV000455,0.002382484,0.002136573,0,0.004105596,0.002514964
ASV000456,0,0,0,0,0
ASV000457,0.011644324,0.003992766,0,0,0
ASV000458,0,0,0,0,0
ASV000459,0.054986129,0,0,0.029654564,0.229178195
ASV000460,0.008614742,0.016658996,0,0,0
ASV000461,0,0,0,0,0
ASV000462,0,0,0,0,0
ASV000463,0,0.023107702,0,0,0
ASV000464,0.011265321,0.004367194,0.003044418,0,0
ASV000465,0,0,0,0,0
ASV000466,0,0,0,0,0
ASV000467,0.009529936,0.008333926,0,0,0
ASV000468,0,0,0,0,0
ASV000469,0.002382484,0.001081303,0,0.009869119,0.016882766
ASV000470,0,0,0,0,0
ASV000471,0,0.003992766,0,0,0
ASV000472,0,0,0,0,0
ASV000473,0,0,0,0,0
ASV000474,0,0,0.001471281,0,0
ASV000475,0,0.005822925,0,0,0
ASV000476,0,0.010578731,0,0,0
ASV000477,0,0,0,0,0
ASV000478,0.019658248,0,0.013445239,0.03211785,0.01459656
ASV000479,0.072739773,0.022234667,0.028463616,0.04522438,0.030617737
ASV000480,0.006343165,0,0,0,0
ASV000481,0,0.020615643,0.003044418,0,0
ASV000482,0.002382484,0.013101581,0.005885122,0,0
ASV000483,0,0,0,0,0
ASV000484,0.011376229,0,0,0.052049708,0.169879911
ASV000485,0,0,0,0,0
ASV000486,0,0.020380237,0,0,0
ASV000487,0.002114388,0.010552698,0,0,0
ASV000488,0,0,0.011770245,0,0
ASV000489,0,0,0,0,0
ASV000490,0,0.001081303,0,0,0
ASV000491,0,0.003693444,0,0,0
ASV000492,0.004764968,0.005422463,0,0,0
ASV000493,0,0,0,0,0
ASV000494,0,0.000527635,0,0,0.006377754
ASV000495,0,0,0.003044418,0,0
ASV000496,0,0,0,0,0
ASV000497,0,0,0,0.002881761,0
ASV000498,0.004228777,0,0,0,0.003188877
ASV000499,0.002114388,0,0,0,0
ASV000500,0,0.006155372,0,0,0
ASV000501,0,0,0,0,0
ASV000502,0,0,0,0,0
ASV000503,0,0,0,0,0
ASV000504,0,0,0,0.008211192,0
ASV000505,0,0,0,0,0.005703841
ASV000506,0,0.010025063,0,0,0
ASV000507,0,0.008650425,0,0,0
ASV000508,0,0,0,0,0
ASV000509,0,0.017261738,0,0,0
ASV000510,0,0.00324391,0.013241525,0,0
ASV000511,0.009529936,0.016307608,0,0,0
ASV000512,0,0,0,0,0
ASV000513,0,0.025094062,0,0,0
ASV000514,0,0,0,0,0
ASV000515,0,0,0,0,0
ASV000516,0,0,0,0,0
ASV000517,0.00926184,0.008442158,0,0,0
ASV000518,0,0.012828293,0,0,0
ASV000519,0,0,0,0,0
ASV000520,0,0,0,0,0
ASV000521,0,0,0,0,0
ASV000522,0,0,0,0,0
ASV000523,0.074487189,0.042436894,0.09860293,0.033697335,0.019022378
ASV000524,0.00877193,0.028709406,0,0,0
ASV000525,0,0.020206326,0.006088836,0,0
ASV000526,0,0,0,0,0
ASV000527,0.016030289,0.001081303,0.006088836,0.006181998,0
ASV000528,0,0.011080332,0,0,0
ASV000529,0,0.008969793,0,0,0
ASV000530,0,0,0,0,0
ASV000531,0,0,0,0,0
ASV000532,0.004385965,0,0,0,0
ASV000533,0.02215164,0,0,0,0
ASV000534,0,0,0,0,0
ASV000535,0,0.002162606,0.006088836,0,0
ASV000536,0,0,0,0,0
ASV000537,0,0,0,0,0
ASV000538,0,0.017449833,0,0,0
ASV000539,0,0,0,0.007196595,0
ASV000540,0,0,0,0,0
ASV000541,0,0.00105527,0,0,0
ASV000542,0,0.002664208,0,0,0
ASV000543,0,0,0,0,0
ASV000544,0,0,0,0,0
ASV000545,0,0,0,0,0
ASV000546,0,0.017468775,0,0,0
ASV000547,0,0,0,0,0
ASV000548,0,0.032261492,0,0,0
ASV000549,0,0,0,0,0
ASV000550,0,0,0,0,0
ASV000551,0,0,0,0,0
ASV000552,0.004228777,0.006487819,0,0,0
ASV000553,0,0.005822925,0,0,0
ASV000554,0.007147452,0.012741337,0.003044418,0,0
ASV000555,0.011376229,0,0,0.020381567,0.025518005
ASV000556,0,0,0,0,0
ASV000557,0,0,0,0,0
ASV000558,0,0,0,0,0
ASV000559,0.002382484,0.013063699,0,0,0
ASV000560,0,0.00324391,0,0,0
ASV000561,0,0,0,0,0
ASV000562,0,0,0,0,0
ASV000563,0,0,0,0,0
ASV000564,0,0,0,0,0.003376553
ASV000565,0.004228777,0.001081303,0,0,0.018536141
ASV000566,0.035531349,0,0.003044418,0.008211192,0.03399429
ASV000567,0,0,0,0,0
ASV000568,0,0,0,0,0
ASV000569,0,0,0,0,0
ASV000570,0,0,0,0.002881761,0
ASV000571,0,0,0,0,0
ASV000572,0.002382484,0.006435752,0,0,0
ASV000573,0,0,0.001471281,0,0
ASV000574,0,0.00105527,0,0,0
ASV000575,0,0,0,0,0
ASV000576,0,0.001608938,0.006088836,0,0
ASV000577,0,0,0,0,0
ASV000578,0,0,0,0,0
ASV000579,0,0.01698845,0,0,0
ASV000580,0,0,0,0,0
ASV000581,0,0,0,0,0
ASV000582,0,0.01164585,0,0,0
ASV000583,0,0,0,0,0
ASV000584,0,0,0,0,0
ASV000585,0,0,0,0,0
ASV000586,0.011154414,0.001608938,0,0,0
ASV000587,0,0,0,0,0
ASV000588,0,0,0,0,0
ASV000589,0,0,0,0,0
ASV000590,0.004385965,0.010190118,0.003044418,0,0
ASV000591,0,0,0,0,0
ASV000592,0,0,0,0,0
ASV000593,0,0,0,0,0
ASV000594,0,0,0,0,0
ASV000595,0.002114388,0.000527635,0.005885122,0,0
ASV000596,0,0.014506476,0,0,0
ASV000597,0,0,0,0,0
ASV000598,0.02068435,0,0.006088836,0.015841879,0.003376553
ASV000599,0,0,0,0,0
ASV000600,0,0.000527635,0,0,0
ASV000601,0,0,0,0,0
ASV000602,0,0,0,0,0
ASV000603,0,0,0,0,0
ASV000604,0,0,0,0,0.003188877
ASV000605,0,0.01875945,0,0,0
ASV000606,0.002382484,0.008060638,0.006088836,0,0
ASV000607,0,0.008442158,0,0,0
ASV000608,0,0.006859253,0,0,0
ASV000609,0,0,0,0,0
ASV000610,0,0,0,0,0
ASV000611,0,0.010190118,0,0,0
ASV000612,0.020416254,0,0,0.017709043,0.010733769
ASV000613,0.017386672,0.008546292,0.030444181,0.120134916,0.023003041
ASV000614,0,0,0,0,0
ASV000615,0,0.002162606,0,0,0
ASV000616,0.002114388,0,0,0,0
ASV000617,0,0,0,0,0
ASV000618,0,0,0,0,0
ASV000619,0,0,0,0,0
