Group,L0_G,L1_G,L3_G,L4_G,L6_G,L8_G,L9_G,L10_G,L11_G,L12_G,L13_G,L14_G,L16_G,L17_G,L18_G,L19_G,L20_G,S16_G,S17_G,S18_G,S19_G,S20_G,L0_R,L1_R,L2_R,L3_R,L5_R,L6_R,L8_R,L9_R,L10_R,L11_R,L12_R,L13_R,L14_R,L16_R,L18_R,L19_R,L20_R,S16_R,S17_R,S18_R,S19_R,S20_R
Otu003691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008981901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008981901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008981901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004490951,0,0,0,0,0,0,0,0.004852484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003745,0.054448437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003746,0.04355875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024881811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003747,0.032669062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009948269,0.010346611,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003748,0.021779375,0.015225335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049763623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003749,0.021779375,0.015225335,0,0,0,0,0,0,0,0,0.004158177,0,0,0,0,0,0,0.001496984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003750,0.032669062,0.03045067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003751,0.010889687,0.03045067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031240237,0,0,0
Otu003752,0.04355875,0.015225335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003753,0.021779375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024881811,0.091533181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003754,0.032669062,0.015225335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024881811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003755,0.032669062,0,0,0,0,0,0,0,0,0,0.004158177,0,0,0,0,0,0,0,0,0,0,0.002983561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003756,0.010889687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005308701,0,0,0,0,0,0,0,0,0,0.010346611,0,0,0,0,0,0,0,0,0,0,0.031240237,0,0,0
Otu003757,0.010889687,0.015225335,0,0.001502788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010346611,0,0.010257462,0,0,0,0,0,0,0,0,0,0,0,0
Otu003758,0.010889687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024881811,0,0,0,0,0,0,0.031039834,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003759,0.032669062,0,0,0,0,0,0,0,0,0,0,0.003958828,0,0,0,0,0,0,0,0,0,0,0.024881811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003760,0.021779375,0.015225335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010617402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003761,0.021779375,0.045676005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003762,0.021779375,0.015225335,0,0,0,0,0,0,0,0,0,0.007917656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003763,0.010889687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01391014,0,0.046860356,0,0,0
Otu003764,0.010889687,0.03045067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049763623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124409057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003766,0,0.015225335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099527246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074645434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031240237,0,0,0
Otu003768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074645434,0.091533181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003769,0,0,0,0,0,0,0,0.006874033,0,0,0.004158177,0,0,0,0,0,0,0,0,0,0.005359057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003770,0,0,0,0,0,0.060422961,0,0.006874033,0.00218828,0,0.004158177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003771,0,0,0,0,0,0,0,0.006874033,0.004376559,0,0.004158177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003772,0,0,0,0,0,0,0.012988278,0.003437017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003773,0,0,0,0,0,0,0,0.01031105,0,0,0.004158177,0.003958828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003774,0,0,0,0.003005575,0,0,0,0.006874033,0,0,0,0.003958828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003775,0,0,0,0,0,0,0,0.006874033,0,0,0,0,0.011550012,0.004472472,0,0,0,0,0,0,0.002679528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003776,0,0,0,0,0,0,0,0.003437017,0,0,0,0,0,0,0,0,0.00531312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010257462,0,0,0,0,0,0,0,0,0,0,0,0
Otu003777,0,0,0,0,0,0,0.00324707,0.003437017,0.006564839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003778,0,0,0,0,0,0,0.00324707,0.003437017,0,0,0.004158177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019896538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003779,0,0,0,0,0,0,0,0.006874033,0,0,0.012474531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003780,0,0.03045067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013933398,0,0,0.036081544,0,0,0,0,0,0,0,0,0,0
Otu003781,0,0,0,0,0,0,0.00324707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013933398,0,0,0,0,0.010413412,0.009350164,0.009225092,0,0,0,0,0,0
Otu003782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013933398,0.010257462,0,0.018040772,0,0,0.009350164,0,0,0.007401377,0,0,0,0
Otu003783,0,0,0,0,0,0,0,0,0.008753118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003784,0,0,0,0,0,0,0,0,0.010941398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003785,0,0,0,0,0,0,0,0,0.008753118,0,0,0,0,0,0,0,0,0.001496984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003786,0,0,0,0,0,0,0,0,0.004376559,0,0,0.007917656,0,0,0,0,0.00177104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003787,0,0,0,0,0,0,0.006494139,0,0.00218828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010346611,0,0,0,0,0.00706115,0,0,0,0,0,0,0,0,0
Otu003788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00354208,0,0,0,0,0,0,0,0,0,0,0,0,0.010346611,0,0.020514925,0,0,0,0,0,0,0,0,0,0,0,0
Otu003789,0,0,0,0,0.028772838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010257462,0,0,0,0,0,0,0,0,0,0,0,0
Otu003790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010257462,0,0.018040772,0.014122299,0,0,0.009225092,0,0,0,0,0,0
Otu003791,0,0,0,0,0,0,0,0,0,0.080141048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003792,0,0,0,0,0,0,0,0,0,0,0.004158177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020693223,0,0,0.037023325,0,0,0,0,0,0,0,0,0,0,0
Otu003793,0,0.03045067,0,0,0,0,0.006494139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018511662,0,0,0,0,0,0,0,0,0,0,0
Otu003794,0,0,0,0.001502788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009948269,0.020693223,0,0,0.018511662,0,0,0,0,0,0,0,0,0,0,0
Otu003795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005967121,0,0,0,0,0,0,0,0,0,0,0.018511662,0.018040772,0.00706115,0,0,0,0,0,0,0,0,0
Otu003796,0,0,0,0,0,0,0,0,0,0,0.012474531,0,0,0,0,0,0,0.002993967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003797,0,0,0,0,0,0,0,0,0,0,0.004158177,0.011876485,0,0,0,0,0,0,0.001341382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003798,0,0,0,0.001502788,0,0,0,0,0,0,0.004158177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020693223,0,0,0,0,0,0,0,0,0,0.007401377,0,0,0,0
Otu003799,0,0.015225335,0,0,0,0,0,0,0,0,0.012474531,0,0,0,0,0,0,0,0.001341382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003800,0,0,0,0,0,0,0,0,0,0,0.012474531,0,0,0,0,0.017077961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003801,0,0,0,0,0,0,0,0,0,0,0.008316354,0.003958828,0,0,0,0,0,0,0,0,0.002679528,0.002983561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003802,0,0,0,0,0,0,0,0,0,0,0.012474531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020693223,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003803,0,0,0,0,0,0,0,0,0,0,0.004158177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036081544,0.014122299,0,0,0,0,0,0,0,0,0
Otu003804,0,0,0,0,0,0,0,0,0,0,0.004158177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00706115,0.020826825,0,0.009225092,0,0,0,0,0,0
Otu003805,0,0,0,0,0,0,0.00324707,0,0,0,0,0.011876485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009948269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003806,0,0,0,0,0,0,0,0,0,0,0,0.003958828,0,0.004472472,0,0,0,0.001496984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003807,0,0,0,0,0,0,0,0,0,0,0,0.007917656,0,0,0,0,0,0,0.001341382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003808,0,0,0,0,0,0,0,0,0,0,0,0.007917656,0.011550012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010346611,0,0,0,0,0,0,0.009350164,0,0,0,0,0,0,0
Otu003809,0,0,0,0,0,0,0.00324707,0,0,0,0,0,0,0.004472472,0,0,0.00177104,0,0,0,0,0.002983561,0,0,0,0,0,0,0,0,0,0,0,0,0.00706115,0,0,0,0,0,0,0,0,0
Otu003810,0,0,0,0.001502788,0,0,0.006494139,0,0,0,0,0,0.023100023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045325779,0,0,0,0,0,0,0,0.010413412,0,0,0,0,0,0,0,0
Otu003812,0,0.076126675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003813,0,0.045676005,0,0,0,0,0.00324707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011331445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003814,0,0.03045067,0,0.001502788,0,0,0.00324707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04576659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003815,0,0.076126675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003816,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004472472,0,0,0.00177104,0,0.002682763,0,0.002679528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003817,0,0.03045067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001496984,0.001341382,0,0,0.002983561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009624871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003819,0,0,0,0.001502788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04576659,0,0,0,0,0,0,0,0,0,0,0,0,0.009350164,0.018450185,0,0,0,0,0,0
Otu003820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002679528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009350164,0,0,0,0,0,0,0
Otu003821,0,0,0,0.003005575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009350164,0.018450185,0,0,0,0,0,0
Otu003822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042694902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017077961,0,0,0.004024145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017077961,0.00177104,0.001496984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228832952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003826,0,0,0,0.003005575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137299771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091533181,0,0,0,0.033994334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00177104,0,0.001341382,0.005308701,0,0,0,0.04576659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01391014,0,0,0,0,0
Otu003829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00177104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003830,0,0,0.179856115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002993967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003831,0,0,0,0.001502788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045325779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003832,0,0,0,0.003005575,0,0,0.006494139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009948269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003833,0,0,0,0.001502788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001341382,0,0.005359057,0,0,0,0,0,0,0,0,0.010346611,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003834,0,0,0,0.001502788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002682763,0,0.002679528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.414937759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056657224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002983561,0,0,0,0,0,0.011331445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003838,0,0,0,0,0,0,0.00324707,0,0,0,0,0,0,0,0,0,0,0,0.005365526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051733057,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002682763,0,0.005359057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007401377,0,0,0,0
Otu003841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007401377,0,0,0,0
Otu003842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006706908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021511853,0,0
Otu003844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021511853,0,0
Otu003845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008038585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022214324,0
Otu003847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022214324,0
Otu003848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022214324,0
Otu003849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022214324,0
Otu003850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00888573,0
Otu003851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu003859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
