Group,L0_G,L0_L,L0_R,L10_G,L10_L,L10_R,L11_L,L11_R,L12_G,L12_L,L12_R,L13_G,L13_L,L13_R,L14_G,L14_L,L14_R,L15_L,L16_L,L17_G,L17_L,L1_G,L18_L,L18_R,L19_G,L19_L,L1_L,L1_R,L20_G,L20_L,L20_R,L2_L,L3_L,L4_L,L5_L,L6_L,L8_G,L8_L,L8_R,L9_G,L9_L,L9_R,S16_G,S16_R,S17_G,S17_R,S18_G,S19_G,S20_1_G,S20_1_R,S20_2_G,S20_2_R,S20_3_G,S20_4_G,S20_4_R
Otu00011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00097943192948090111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029354207436399216,0.0,0.023552502453385672,0.0,0.0,0.0039215686274509803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00098039215686274508,0.0,0.0,0.0,0.0,0.00032743942370661423,0.0058708414872798431
Otu00012,0.0,0.0,0.0,0.0,0.22189349112426035,0.0,0.073673870333988214,0.0,0.0,0.014720314033366046,0.0,0.0,0.090373280943025547,0.0,0.0,0.087944664031620559,0.0,0.014691478942213516,0.029354207436399216,0.0,0.0058765915768854062,0.0,0.04296875,0.0,0.0,0.0029325513196480938,0.0009871668311944718,0.0,0.0,0.036274509803921572,0.0,0.0,0.024015369836695485,0.0,0.0,0.42857142857142855,0.0,0.0098135426889106973,0.0,0.0,0.036274509803921572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00098425196850393699,0.0,0.0,0.0,0.0
Otu00013,0.0,0.0,0.0,0.0,0.0,0.0,0.00098231827111984276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.087252874508161452,0.0,0.21309872922776149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046937559420988498,0.10784313725490197,0.084300850048923681,0.37671232876712329,0.016635112285224241,0.043677761130136987,0.21844838391977794,0.13000977517106549,0.042629156690938398,0.026315789473684209,0.0035896550400982309,0.0078624287299809241,0.21037181996086105
Otu00014,0.0,0.061583577712609971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018756169792694965,0.0,0.0,0.0,0.0,0.048039215686274513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Otu00015,0.0013036749669538003,0.016617790811339198,0.001953125,0.0019537620270711023,0.0,0.0019569471624266144,0.0019646365422396855,0.0,0.016650342801175319,0.0068694798822374874,0.0,0.00097943192948090111,0.00098231827111984276,0.0,0.0039119944578485943,0.0,0.0,0.0,0.0039138943248532287,0.15425335531953965,0.0048971596474045058,0.0088932806324110679,0.0087890625,0.038272816486751716,0.0673828125,0.032258064516129031,0.0069101678183613032,0.0,0.060404441351447048,0.0029411764705882353,0.060606060606060608,0.032352941176470591,0.079731027857829012,0.052681992337164751,0.053691275167785234,0.00097847358121330719,0.047804878048780489,0.0039254170755642784,0.0058422590068159686,0.0048828125,0.0,0.00097751710654936461,0.020052969566889144,0.066666666666666666,0.035126378330573534,0.010763209393346379,0.019840267819953492,0.0071722877935420743,0.030380005883631992,0.017595307917888565,0.04131993887691407,0.064327485380116955,0.0,0.00065487884741322847,0.0039138943248532287
Otu00016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Otu00017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059288537549407111,0.0,0.0,0.0,0.0,0.069101678183613027,0.46718903036238979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0048780487804878049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Otu00018,0.0,0.0097751710654936461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0107421875,0.0,0.0,0.0,0.012085446254674089,0.0,0.044965786901270774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009765625,0.0,0.0,0.021021400164131052,0.045098039215686274,0.047937561154598823,0.10763209393346379,0.0081472979766315182,0.015003261578604044,0.056802629727690158,0.063538611925708699,0.0028774785083030968,0.026315789473684209,0.00065295524602535079,0.0013078315805693595,0.10371819960861056
Otu00019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011263467189030362,0.0,0.0,0.0029296875,0.0,0.0078125,0.0,0.0,0.0,0.0,0.00098039215686274508,0.0087976539589442824,0.019607843137254902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0044031311154598823,0.0019607843137254902,0.0061461939886597421,0.0,0.0,0.0,0.0029398974201552768,0.0,0.0083417692631790417,0.0,0.0,0.00032679738562091501,0.0029354207436399216
Otu00020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Otu00021,0.0,0.0,0.0,0.0,0.16469428007889547,0.0,0.019646365422396856,0.0,0.0,0.034347399411187439,0.0,0.0,0.025540275049115914,0.0,0.0,0.02865612648221344,0.0,0.0029382957884427031,0.00097847358121330719,0.0,0.036238981390793339,0.0,0.001953125,0.0,0.0,0.033235581622678395,0.0069101678183613032,0.0,0.0,0.0039215686274509803,0.0,0.0078431372549019607,0.032660902977905859,0.042145593869731802,0.0,0.025440313111545987,0.0,0.056918547595682038,0.0,0.0,0.0078431372549019607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00032808398950131233,0.0,0.0,0.0,0.0
Otu00022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0101316898612936,0.0,0.15151515151515152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0078253974630466006,0.061764705882352944,0.11773789138943248,0.089041095890410954,0.010424692211793091,0.0061925401581865618,0.042138956039036612,0.055718475073313782,0.01798046545158832,0.033138401559454189,0.0019607843137254902,0.00065423680932752935,0.18786692759295498
Otu00023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Otu00024,0.0022831050228310501,0.0,0.0,0.0,0.0088757396449704144,0.0,0.0137524557956778,0.0,0.0,0.0,0.0,0.0,0.05304518664047151,0.0,0.0,0.003952569169960474,0.0,0.0,0.00097847358121330719,0.0,0.0,0.0266798418972332,0.0,0.0,0.0,0.0,0.0,0.0048971596474045058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0088062622309197647,0.0,0.0078508341511285568,0.0,0.0,0.0068627450980392156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Otu00025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Otu00026,0.0,0.0,0.001953125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0048971596474045058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11285574092247301,0.0166015625,0.0,0.0,0.0,0.0032647918711154727,0.0,0.0,0.0029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0019627085377821392,0.0,0.0,0.0,0.0,0.0014677103718199608,0.0068627450980392156,0.0038461538461538464,0.0,0.00032520325203252032,0.0048910938519243314,0.0,0.0,0.0,0.0058479532163742687,0.00032679738562091501,0.0,0.0
Otu00027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00097943192948090111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Otu00028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Otu00029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058765915768854062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Otu00030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Otu00031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Otu00032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Otu00033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Otu00034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Otu00035,0.0,0.0019550342130987292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019627085377821392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00097943192948090111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002446183953033268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00031867431485022306,0.0,0.0,0.0,0.0
Otu00036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009871668311944718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00097751710654936461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Otu00037,0.0,0.0,0.0,0.0,0.0039447731755424065,0.0,0.0550098231827112,0.0,0.0,0.0078508341511285568,0.0,0.0,0.018664047151277015,0.0,0.0,0.02865612648221344,0.0,0.026444662095984329,0.0068493150684931503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446183953033268,0.0,0.0019627085377821392,0.0,0.0,0.00098039215686274508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0039275981993646585,0.0,0.0,0.0,0.0
Otu00038,0.0052185257664709717,0.00097751710654936461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11363636363636363,0.0,0.0,0.0,0.0,0.0009871668311944718,0.00097943192948090111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Otu00039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Otu00040,0.0,0.0,0.0,0.001953125,0.0,0.00097847358121330719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068493150684931503,0.082741912034769827,0.0088148873653281102,0.0,0.0087890625,0.0058881256133464181,0.005859375,0.036168132942326493,0.0,0.0,0.005859375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0048923679060665359,0.0,0.0055322849597485187,0.00065231572080887146,0.030338436744560836,0.0087976539589442824,0.00065616797900262466,0.0,0.0,0.0,0.013698630136986301
Otu00041,0.0,0.0,0.0,0.0,0.0019723865877712033,0.0,0.0068762278978389,0.0,0.0,0.0019627085377821392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3583984375,0.0,0.0019743336623889436,0.0,0.0029296875,0.0,0.0,0.0,0.0,0.020114942528735632,0.0,0.0,0.0,0.0,0.0,0.0029296875,0.0,0.0,0.0014662756598240469,0.0,0.0,0.0058708414872798431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Otu00042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Otu00043,0.0,0.0048875855327468231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0048923960377821396,0.0,0.0058651026392961877,0.0,0.0,0.0,0.34228187919463088,0.0,0.0058536585365853658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01045751633986928,0.0,0.003587736464448793,0.0,0.0,0.00032679738562091501,0.0
Otu00044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0039177277179236044,0.0009813542688910696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0044031311154598823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00063734862970044612,0.0,0.0,0.0,0.0
Otu00045,0.0,0.010752688172043012,0.0,0.0035807291666666665,0.0,0.0,0.0,0.0,0.0,0.0019627085377821392,0.0,0.0,0.0,0.0,0.0043997993358973753,0.0,0.0,0.0,0.0,0.0,0.00097943192948090111,0.00098814229249011851,0.0,0.0,0.0,0.0048875855327468231,0.0009871668311944718,0.0,0.0075029329567910972,0.00098039215686274508,0.0097751710654936461,0.0058823529411764705,0.024975984630163303,0.022988505747126436,0.0,0.0,0.013658536585365854,0.0019627085377821392,0.0,0.001953125,0.0,0.0,0.0048914114314025934,0.0019607843137254902,0.0077318229715489994,0.0,0.0022773773725995577,0.0039138943248532287,0.024829566529808268,0.01466275659824047,0.010919171835100799,0.0,0.00032679738562091501,0.00065359477124183002,0.015655577299412915
Otu00046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029325513196480938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009765625,0.0,0.0029354207436399216,0.0013046314416177429,0.074051903866569457,0.012707722385141741,0.0,0.0,0.0,0.00065552341320792662,0.039138943248532287
