Gene,Sample,OTU,GeneCountPerGenome,OTUAbundanceInSample,CountContributedByOTU,ContributionPercentOfSample,ContributionPercentOfAllSamples
K03791,S20_1_A,974121,1,0.025392526,0.025392526,0.130434782,0.003312572
K03791,S20_1_A,1124040,1,0.033856702,0.033856702,0.173913047,0.004416763
K03791,S20_1_A,817734,2,0.025392526,0.050785052,0.260869565,0.006625145
K03791,S20_1_A,581409,1,0.008464175,0.008464175,0.043478259,0.001104191
K03791,S20_1_A,1033018,1,0.076177578,0.076177578,0.391304347,0.009937717
K03791,S20_2_5,974121,1,0.009133254,0.009133254,0.066666666,0.001191475
K03791,S20_2_5,817734,2,0.009133254,0.018266508,0.133333332,0.00238295
K03791,S20_2_5,1074016,1,0.018266508,0.018266508,0.133333332,0.00238295
K03791,S20_2_5,646549,1,0.018266508,0.018266508,0.133333332,0.00238295
K03791,S20_2_5,581409,1,0.04566627,0.04566627,0.333333331,0.005957376
K03791,S20_2_5,164660,1,0.027399763,0.027399763,0.200000006,0.003574426
K03791,S20_2_6,2111163,1,0.004413842,0.004413842,0.125000007,0.000575806
K03791,S20_2_6,817734,2,0.013241525,0.02648305,0.749999986,0.003454836
K03791,S20_2_6,325947,1,0.004413842,0.004413842,0.125000007,0.000575806
K03791,S20_2_A,974121,1,0.059772863,0.059772863,0.294117646,0.007797646
K03791,S20_2_A,1124040,1,0.04781829,0.04781829,0.235294115,0.006238117
K03791,S20_2_A,581409,1,0.023909146,0.023909146,0.117647062,0.003119059
K03791,S20_2_A,573270,1,0.071727436,0.071727436,0.352941177,0.009357175
K03791,S20_3_A,922761,1,0.201235168,0.201235168,0.267281107,0.026252058
K03791,S20_3_A,560243,1,0.020817431,0.020817431,0.027649769,0.00271573
K03791,S20_3_A,974121,1,0.159600305,0.159600305,0.211981567,0.020820597
K03791,S20_3_A,941487,1,0.041634862,0.041634862,0.055299539,0.00543146
K03791,S20_3_A,817734,2,0.124904587,0.249809174,0.331797236,0.032588761
K03791,S20_3_A,646549,1,0.052043578,0.052043578,0.069124424,0.006789325
K03791,S20_3_A,1033018,1,0.027756574,0.027756574,0.036866358,0.003620973
K03791,S20_4_4,581409,1,0.009566632,0.009566632,1,0.001248011
K03791,S20_4_A,974121,1,0.00825355,0.00825355,0.18181819,0.001076714
K03791,S20_4_A,1124040,1,0.004126775,0.004126775,0.090909095,0.000538357
K03791,S20_4_A,581409,1,0.00825355,0.00825355,0.18181819,0.001076714
K03791,S20_4_A,1033018,1,0.024760648,0.024760648,0.545454525,0.003230141
K03791,S16_6,658233,1,0.030868595,0.030868595,0.265306125,0.004026951
K03791,S16_6,974121,1,0.02611958,0.02611958,0.224489795,0.00340742
K03791,S16_6,646549,1,0.047490146,0.047490146,0.408163268,0.006195309
K03791,S16_6,1033018,1,0.011872536,0.011872536,0.102040813,0.001548827
K01452,L0_7,939811,1,0.029620853,0.029620853,1,0.000398719
K01452,L0_8,939811,1,0.036873156,0.036873156,0.5,0.000496341
K01452,L0_8,818369,1,0.036873156,0.036873156,0.5,0.000496341
K01452,L0_9,939811,1,0.030921459,0.030921459,1,0.000416226
K01452,L10_7,939811,1,0.209966406,0.209966406,1,0.002826306
K01452,L10_8,939811,1,0.101061142,0.101061142,1,0.001360359
K01452,L10_9,939811,1,0.170478762,0.170478762,1,0.002294773
K01452,L11_8,939811,1,0.042881646,0.042881646,1,0.000577219
K01452,L11_9,939811,1,0.127273692,0.127273692,1,0.0017132
K01452,L12_7,939811,1,0.229753016,0.229753016,1,0.003092649
K01452,L12_9,1097359,1,1.377810008,1.377810008,1,0.018546364
K01452,L13_7,939811,1,0.031201248,0.031201248,1,0.000419992
K01452,L13_8,939811,1,0.160771704,0.160771704,1,0.002164109
K01452,L13_9,1097359,1,0.051020408,0.051020408,0.4,0.000686773
K01452,L13_9,939811,1,0.076530612,0.076530612,0.6,0.00103016
K01452,L14_8,939811,1,0.054510766,0.054510766,1,0.000733756
K01452,L14_9,939811,1,0.031070374,0.031070374,1,0.000418231
K01452,L16_9,939811,1,1.037344398,1.037344398,1,0.013963439
K01452,L1_7,818369,1,0.063572791,0.063572791,1,0.000855738
K01452,L17_8,326605,1,0.030752672,0.030752672,0.100000001,0.000413954
K01452,L17_8,939811,1,0.276774044,0.276774044,0.899999999,0.003725588
K01452,L17_9,939811,1,0.341224142,0.341224142,1,0.004593135
K01452,L1_8,818369,1,0.17477425,0.17477425,1,0.002352593
K01452,L18_9,939811,1,0.149167548,0.149167548,1,0.002007908
K01452,L18_B,939811,1,0.018682858,0.018682858,1,0.000251485
K01452,L1_9,818369,1,0.062227754,0.062227754,1,0.000837633
K01452,L19_8,1097359,1,0.008538251,0.008538251,0.025641025,0.000114931
K01452,L19_8,939811,1,0.324453552,0.324453552,0.974358975,0.00436739
K01452,L20_7,256215,1,0.013417416,0.013417416,0.142857143,0.000180609
K01452,L20_7,936354,1,0.013417416,0.013417416,0.142857143,0.000180609
K01452,L20_7,939811,1,0.06708708,0.06708708,0.714285714,0.000903043
K01452,L20_8,939811,1,0.139774614,0.139774614,1,0.001881472
K01452,L20_9,225487,1,0.006634599,0.006634599,0.043478258,8.93E-05
K01452,L20_9,939811,1,0.145961188,0.145961188,0.956521742,0.001964748
K01452,L4_7,939811,1,0.008922996,0.008922996,1,0.00012011
K01452,L4_9,939811,1,0.015723765,0.015723765,0.833333333,0.000211654
K01452,L4_9,818369,1,0.003144753,0.003144753,0.166666667,4.23E-05
K01452,L6_7,4327501,1,0.035966048,0.035966048,0.333333333,0.00048413
K01452,L6_7,939811,1,0.071932096,0.071932096,0.666666667,0.00096826
K01452,L6_B,939811,1,2.185730465,2.185730465,1,0.029421583
K01452,L8_B,939811,1,0.059341312,0.059341312,1,0.000798779
K01452,L9_7,939811,1,0.126622348,0.126622348,0.923076925,0.001704432
K01452,L9_7,512485,1,0.010551862,0.010551862,0.076923075,0.000142036
K01452,L9_8,939811,1,0.019391118,0.019391118,1,0.000261019
K01452,L9_9,939811,1,0.144704712,0.144704712,1,0.001947835
K01452,S16_4,1097359,1,0.034688497,0.034688497,0.029585799,0.000466933
K01452,S16_4,939811,1,1.137782712,1.137782712,0.970414201,0.015315415
K01452,S16_5,238484,1,0.009700262,0.009700262,0.006993007,0.000130573
K01452,S16_5,936354,1,0.038801048,0.038801048,0.027972028,0.000522291
K01452,S16_5,813945,1,0.009700262,0.009700262,0.006993007,0.000130573
K01452,S16_5,939811,1,1.31923562,1.31923562,0.951048951,0.017757908
K01452,S16_5,512485,1,0.009700262,0.009700262,0.006993007,0.000130573
K01452,S16_A,225487,1,0.044365572,0.044365572,0.5,0.000597194
K01452,S16_A,936354,1,0.029577048,0.029577048,0.333333333,0.000398129
K01452,S16_A,769643,1,0.014788524,0.014788524,0.166666667,0.000199065
K01452,S17_4,939811,1,3.785422984,3.785422984,1,0.050954653
K01452,S17_5,225487,1,0.024137098,0.024137098,0.028985506,0.000324904
K01452,S17_5,939811,1,0.808592808,0.808592808,0.971014494,0.01088427
K01452,S17_6,939811,1,1.106044036,1.106044036,1,0.014888188
K01452,S18_4,1097359,1,0.028801843,0.028801843,0.014492753,0.000387695
K01452,S18_4,939811,1,1.958525346,1.958525346,0.985507247,0.026363231
K01452,S18_5,939811,1,0.887978143,0.887978143,1,0.011952857
K01452,S18_6,939811,1,6.586310804,6.586310804,1,0.08865672
K01452,S18_A,1097359,1,0.068829046,0.068829046,0.222222222,0.000926491
K01452,S18_A,225487,1,0.180676246,0.180676246,0.583333332,0.002432039
K01452,S18_A,939811,1,0.060225416,0.060225416,0.194444446,0.00081068
K01452,S19_4,939811,1,0.289473684,0.289473684,1,0.003896534
K01452,S19_5,225487,1,0.007147452,0.007147452,0.006097561,9.62E-05
K01452,S19_5,238484,1,0.007147452,0.007147452,0.006097561,9.62E-05
K01452,S19_5,936354,1,0.042884712,0.042884712,0.036585366,0.000577261
K01452,S19_5,939811,1,1.115002502,1.115002502,0.951219512,0.015008776
K01452,S19_6,238484,1,0.006343165,0.006343165,0.001594896,8.54E-05
K01452,S19_6,936354,1,0.01268633,0.01268633,0.003189793,0.000170768
K01452,S19_6,939811,1,3.95813511,3.95813511,0.995215311,0.053279489
K01452,S19_A,1097359,1,0.017765144,0.017765144,0.065573768,0.000239132
K01452,S19_A,225487,1,0.031089003,0.031089003,0.114754097,0.000418481
K01452,S19_A,936354,1,0.22206431,0.22206431,0.819672135,0.002989153
K01452,S20_1_4,1097359,1,0.017411951,0.017411951,0.003674015,0.000234378
K01452,S20_1_4,228207,1,0.034823902,0.034823902,0.007348029,0.000468756
K01452,S20_1_4,936354,1,0.022160664,0.022160664,0.004676019,0.000298299
K01452,S20_1_4,769643,1,0.066481994,0.066481994,0.014028056,0.000894898
K01452,S20_1_4,813945,1,0.033240997,0.033240997,0.007014028,0.000447449
K01452,S20_1_4,939811,1,4.565096952,4.565096952,0.963259853,0.061449654
K01452,S20_1_5,1097359,1,0.058390372,0.058390372,0.006342495,0.000785979
K01452,S20_1_5,228207,1,0.00324391,0.00324391,0.000352361,4.37E-05
K01452,S20_1_5,238484,1,0.009731729,0.009731729,0.001057082,0.000130996
K01452,S20_1_5,256215,1,0.012975638,0.012975638,0.001409443,0.000174662
K01452,S20_1_5,936354,1,0.064878192,0.064878192,0.007047216,0.000873309
K01452,S20_1_5,939811,1,9.05699549,9.05699549,0.983791402,0.121914002
K01452,S20_1_6,225487,1,0.126648616,0.126648616,0.031351351,0.001704786
K01452,S20_1_6,936354,1,0.026203162,0.026203162,0.006486487,0.000352714
K01452,S20_1_6,939811,1,3.88680234,3.88680234,0.962162162,0.052319296
K01452,S20_1_A,1097359,1,0.241228999,0.241228999,0.633333335,0.003247125
K01452,S20_1_A,225487,1,0.11003428,0.11003428,0.288888889,0.001481145
K01452,S20_1_A,238484,1,0.012696263,0.012696263,0.033333333,0.000170901
K01452,S20_1_A,936354,1,0.01692835,0.01692835,0.044444442,0.000227868
K01452,S20_2_4,939811,1,1.189591078,1.189591078,1,0.016012795
K01452,S20_2_5,939811,1,3.708101196,3.708101196,1,0.049913844
K01452,S20_2_6,326605,1,0.008827684,0.008827684,0.004,0.000118827
K01452,S20_2_6,939811,1,2.189265536,2.189265536,0.992,0.029469168
K01452,S20_2_6,512485,1,0.008827684,0.008827684,0.004,0.000118827
K01452,S20_2_A,1097359,1,0.789001793,0.789001793,0.6,0.01062056
K01452,S20_2_A,238484,1,0.071727436,0.071727436,0.054545455,0.000965505
K01452,S20_2_A,936354,1,0.454273759,0.454273759,0.345454545,0.006114868
K01452,S20_3_4,939811,1,1.55615112,1.55615112,1,0.02094697
K01452,S20_3_5,939811,1,2.763353116,2.763353116,1,0.037196821
K01452,S20_3_6,939811,1,1.527281684,1.527281684,1,0.020558365
K01452,S20_3_A,1097359,1,0.069391438,0.069391438,0.039603961,0.000934061
K01452,S20_3_A,326605,1,1.308028589,1.308028589,0.746534653,0.017607053
K01452,S20_3_A,225487,1,0.034695718,0.034695718,0.01980198,0.000467031
K01452,S20_3_A,238484,1,0.017347859,0.017347859,0.00990099,0.000233515
K01452,S20_3_A,936354,1,0.013878288,0.013878288,0.007920792,0.000186812
K01452,S20_3_A,813945,1,0.13184373,0.13184373,0.075247524,0.001774716
K01452,S20_3_A,512485,1,0.176948165,0.176948165,0.100990099,0.002381856
K01452,S20_4_4,939811,1,1.951592844,1.951592844,1,0.026269914
K01452,S20_4_5,939811,1,3.09967585,3.09967585,1,0.041723979
K01452,S20_4_6,939811,1,0.905387052,0.905387052,1,0.012187194
K01452,S20_4_A,1097359,1,0.037140972,0.037140972,0.818181824,0.000499946
K01452,S20_4_A,238484,1,0.008253549,0.008253549,0.181818176,0.000111099
K01452,S16_6,1097359,1,0.023745073,0.023745073,0.014005602,0.000319627
K01452,S16_6,352392,1,0.002374507,0.002374507,0.00140056,3.20E-05
K01452,S16_6,939811,1,1.669278625,1.669278625,0.984593838,0.022469751
