Gene,Sample,OTU,GeneCountPerGenome,OTUAbundanceInSample,CountContributedByOTU,ContributionPercentOfSample,ContributionPercentOfAllSamples,Kingdom,Phylum,Class,Order,Family,Genus,Species
K01183,S20_3_6,208171,3,0.66510654,1.995319621,0.012182283,0.000616594,,,,,,,
K01183,S20_3_6,939811,3,1.527281685,4.581845055,0.027974131,0.001415883,,,,,,,
K01183,S20_3_6,585394,3,0.012316788,0.036950363,0.000225598,1.14E-05,,,,,,,
K01183,S20_3_6,1010927,3,4.089173544,12.26752063,0.074898481,0.003790912,,,,,,,
K01183,S20_3_A,279699,1,0.058982722,0.058982722,0.01047443,1.82E-05,,,,,,,
K01183,S20_3_A,4432518,1,0.013878287,0.013878287,0.002464572,4.29E-06,,,,,,,
K01183,S20_3_A,817734,1,0.124904587,0.124904587,0.022181146,3.86E-05,,,,,,,
K01183,S20_3_A,836783,2,0.180417736,0.360835473,0.064078866,0.000111505,,,,,,,
K01183,S20_3_A,275246,3,0.360835473,1.082506419,0.192236599,0.000334516,,,,,,,
K01183,S20_3_A,716006,1,0.010408716,0.010408716,0.001848429,3.22E-06,,,,,,,
K01183,S20_3_A,646549,1,0.052043578,0.052043578,0.009242144,1.61E-05,,,,,,,
K01183,S20_3_A,941487,2,0.041634862,0.083269725,0.014787431,2.57E-05,,,,,,,
K01183,S20_3_A,813720,1,0.041634862,0.041634862,0.007393715,1.29E-05,,,,,,,
K01183,S20_3_A,217732,1,0.03816529,0.03816529,0.006777572,1.18E-05,,,,,,,
K01183,S20_3_A,839235,1,0.405939907,0.405939907,0.072088725,0.000125444,,,,,,,
K01183,S20_3_A,1033018,2,0.027756575,0.05551315,0.009858287,1.72E-05,,,,,,,
K01183,S20_3_A,222753,3,0.013878287,0.041634862,0.007393715,1.29E-05,,,,,,,
K01183,S20_3_A,797229,1,0.117965443,0.117965443,0.02094886,3.65E-05,,,,,,,
K01183,S20_3_A,208171,3,0.37471376,1.124141281,0.199630314,0.000347382,,,,,,,
K01183,S20_3_A,1079671,1,0.027756575,0.027756575,0.004929144,8.58E-06,,,,,,,
K01183,S20_3_A,809993,1,0.020817431,0.020817431,0.003696858,6.43E-06,,,,,,,
K01183,S20_3_A,773575,1,0.111026299,0.111026299,0.019716574,3.43E-05,,,,,,,
K01183,S20_3_A,1072562,1,0.138782874,0.138782874,0.024645718,4.29E-05,,,,,,,
K01183,S20_3_A,131516,1,0.013878287,0.013878287,0.002464572,4.29E-06,,,,,,,
K01183,S20_3_A,359098,1,0.020817431,0.020817431,0.003696858,6.43E-06,,,,,,,
K01183,S20_3_A,1106130,4,0.031226147,0.124904587,0.022181146,3.86E-05,,,,,,,
K01183,S20_3_A,589277,1,0.114495871,0.114495871,0.020332717,3.54E-05,,,,,,,
K01183,S20_3_A,574742,1,0.031226147,0.031226147,0.005545287,9.65E-06,,,,,,,
K01183,S20_3_A,4198891,1,0.045104434,0.045104434,0.008009858,1.39E-05,,,,,,,
K01183,S20_3_A,624227,1,0.058982722,0.058982722,0.01047443,1.82E-05,,,,,,,
K01183,S20_3_A,699855,1,0.034695719,0.034695719,0.006161429,1.07E-05,,,,,,,
K01183,S20_3_A,974121,2,0.159600305,0.319200611,0.056685151,9.86E-05,,,,,,,
K01183,S20_3_A,610107,1,0.065921865,0.065921865,0.011706716,2.04E-05,,,,,,,
K01183,S20_3_A,1080980,1,0.034695719,0.034695719,0.006161429,1.07E-05,,,,,,,
K01183,S20_3_A,410196,3,0.048574006,0.145722018,0.025878004,4.50E-05,,,,,,,
K01183,S20_3_A,589071,2,0.048574006,0.097148012,0.017252002,3.00E-05,,,,,,,
K01183,S20_3_A,1101451,1,0.052043578,0.052043578,0.009242144,1.61E-05,,,,,,,
K01183,S20_3_A,336559,1,0.020817431,0.020817431,0.003696858,6.43E-06,,,,,,,
K01183,S20_3_A,887484,1,0.052043578,0.052043578,0.009242144,1.61E-05,,,,,,,
K01183,S20_3_A,592139,1,0.076330581,0.076330581,0.013555145,2.36E-05,,,,,,,
K01183,S20_3_A,814909,1,0.013878287,0.013878287,0.002464572,4.29E-06,,,,,,,
K01183,S20_3_A,922761,1,0.201235168,0.201235168,0.035736291,6.22E-05,,,,,,,
K01183,S20_3_A,966091,2,0.041634862,0.083269725,0.014787431,2.57E-05,,,,,,,
K01183,S20_3_A,851567,1,0.010408716,0.010408716,0.001848429,3.22E-06,,,,,,,
K01183,S20_3_A,202454,1,0.104087156,0.104087156,0.018484288,3.22E-05,,,,,,,
K01183,S20_4_4,275246,3,19.16196307,57.48588922,0.780186964,0.017764301,,,,,,,
K01183,S20_4_4,581409,2,0.009566632,0.019133263,0.000259673,5.91E-06,,,,,,,
K01183,S20_4_4,217732,1,5.2999139,5.2999139,0.071929369,0.00163778,,,,,,,
K01183,S20_4_4,797229,1,0.076533053,0.076533053,0.001038691,2.37E-05,,,,,,,
K01183,S20_4_4,208171,3,0.220032527,0.66009758,0.008958712,0.000203983,,,,,,,
K01183,S20_4_4,624227,1,0.019133263,0.019133263,0.000259673,5.91E-06,,,,,,,
K01183,S20_4_4,939811,3,1.951592844,5.854778532,0.079459881,0.001809245,,,,,,,
K01183,S20_4_4,589071,2,0.009566632,0.019133263,0.000259673,5.91E-06,,,,,,,
K01183,S20_4_4,1010927,3,1.415861475,4.247584426,0.057647364,0.001312589,,,,,,,
K01183,S20_4_5,275246,3,13.38128039,40.14384117,0.606891271,0.012405258,,,,,,,
K01183,S20_4_5,217732,1,10.42341977,10.42341977,0.157580398,0.003221047,,,,,,,
K01183,S20_4_5,797229,1,0.131685575,0.131685575,0.001990812,4.07E-05,,,,,,,
K01183,S20_4_5,208171,3,0.141815235,0.425445705,0.006431853,0.000131471,,,,,,,
K01183,S20_4_5,624227,1,0.01012966,0.01012966,0.000153139,3.13E-06,,,,,,,
K01183,S20_4_5,939811,3,3.099675851,9.299027553,0.14058193,0.002873587,,,,,,,
K01183,S20_4_5,1010927,3,1.904376013,5.713128039,0.086370597,0.001765472,,,,,,,
K01183,S20_4_6,275246,3,26.88999547,80.66998642,0.774782609,0.024928655,,,,,,,
K01183,S20_4_6,217732,1,4.72310246,4.72310246,0.045362319,0.001459534,,,,,,,
K01183,S20_4_6,797229,1,0.030179568,0.030179568,0.000289855,9.33E-06,,,,,,,
K01183,S20_4_6,208171,3,0.558322016,1.674966048,0.016086957,0.000517598,,,,,,,
K01183,S20_4_6,939811,3,0.905387053,2.716161159,0.026086957,0.000839349,,,,,,,
K01183,S20_4_6,1010927,3,4.768371812,14.30511544,0.137391304,0.00442057,,,,,,,
K01183,S20_4_A,4432518,1,0.004126775,0.004126775,0.002890173,1.28E-06,,,,,,,
K01183,S20_4_A,748070,1,0.008253549,0.008253549,0.005780347,2.55E-06,,,,,,,
K01183,S20_4_A,275246,3,0.08253549,0.247606471,0.173410405,7.65E-05,,,,,,,
K01183,S20_4_A,581409,2,0.008253549,0.016507098,0.011560694,5.10E-06,,,,,,,
K01183,S20_4_A,735569,1,0.004126775,0.004126775,0.002890173,1.28E-06,,,,,,,
K01183,S20_4_A,217732,1,0.148563882,0.148563882,0.104046243,4.59E-05,,,,,,,
K01183,S20_4_A,839235,1,0.020633873,0.020633873,0.014450867,6.38E-06,,,,,,,
K01183,S20_4_A,1033018,2,0.024760647,0.049521294,0.034682081,1.53E-05,,,,,,,
K01183,S20_4_A,4295251,1,0.004126775,0.004126775,0.002890173,1.28E-06,,,,,,,
K01183,S20_4_A,771050,1,0.008253549,0.008253549,0.005780347,2.55E-06,,,,,,,
K01183,S20_4_A,797229,1,0.718058765,0.718058765,0.502890173,0.000221895,,,,,,,
K01183,S20_4_A,208171,3,0.008253549,0.024760647,0.01734104,7.65E-06,,,,,,,
K01183,S20_4_A,359098,1,0.012380324,0.012380324,0.00867052,3.83E-06,,,,,,,
K01183,S20_4_A,387744,1,0.004126775,0.004126775,0.002890173,1.28E-06,,,,,,,
K01183,S20_4_A,4198891,1,0.020633873,0.020633873,0.014450867,6.38E-06,,,,,,,
K01183,S20_4_A,624227,1,0.016507098,0.016507098,0.011560694,5.10E-06,,,,,,,
K01183,S20_4_A,974121,2,0.008253549,0.016507098,0.011560694,5.10E-06,,,,,,,
K01183,S20_4_A,590482,1,0.004126775,0.004126775,0.002890173,1.28E-06,,,,,,,
K01183,S20_4_A,741010,3,0.016507098,0.049521294,0.034682081,1.53E-05,,,,,,,
K01183,S20_4_A,814909,1,0.016507098,0.016507098,0.011560694,5.10E-06,,,,,,,
K01183,S20_4_A,1010927,3,0.008253549,0.024760647,0.01734104,7.65E-06,,,,,,,
K01183,S20_4_A,514272,1,0.008253549,0.008253549,0.005780347,2.55E-06,,,,,,,
K01183,S16_6,4432518,1,0.016621551,0.016621551,0.000252653,5.14E-06,,,,,,,
K01183,S16_6,1104592,1,0.009498029,0.009498029,0.000144373,2.94E-06,,,,,,,
K01183,S16_6,275246,3,17.88003989,53.64011968,0.815346856,0.01657588,,,,,,,
K01183,S16_6,646549,1,0.047490146,0.047490146,0.000721865,1.47E-05,,,,,,,
K01183,S16_6,217732,1,2.816165646,2.816165646,0.042806612,0.000870252,,,,,,,
K01183,S16_6,839235,1,0.007123522,0.007123522,0.00010828,2.20E-06,,,,,,,
K01183,S16_6,1033018,2,0.011872536,0.023745073,0.000360933,7.34E-06,,,,,,,
K01183,S16_6,854050,1,0.014247044,0.014247044,0.00021656,4.40E-06,,,,,,,
K01183,S16_6,797229,1,1.210998718,1.210998718,0.018407565,0.000374223,,,,,,,
K01183,S16_6,208171,3,0.102103813,0.30631144,0.004656031,9.47E-05,,,,,,,
K01183,S16_6,352304,1,0.002374507,0.002374507,3.61E-05,7.34E-07,,,,,,,
K01183,S16_6,517156,1,0.009498029,0.009498029,0.000144373,2.94E-06,,,,,,,
K01183,S16_6,875867,1,0.007123522,0.007123522,0.00010828,2.20E-06,,,,,,,
K01183,S16_6,211089,1,0.014247044,0.014247044,0.00021656,4.40E-06,,,,,,,
K01183,S16_6,643362,2,0.016621551,0.033243102,0.000505306,1.03E-05,,,,,,,
K01183,S16_6,773575,1,0.05223916,0.05223916,0.000794052,1.61E-05,,,,,,,
K01183,S16_6,359098,1,0.004749015,0.004749015,7.22E-05,1.47E-06,,,,,,,
K01183,S16_6,624227,1,0.02611958,0.02611958,0.000397026,8.07E-06,,,,,,,
K01183,S16_6,974121,2,0.02611958,0.05223916,0.000794052,1.61E-05,,,,,,,
K01183,S16_6,556915,1,0.011872536,0.011872536,0.000180466,3.67E-06,,,,,,,
K01183,S16_6,220524,1,0.011872536,0.011872536,0.000180466,3.67E-06,,,,,,,
K01183,S16_6,939811,3,1.669278625,5.007835874,0.076120696,0.001547522,,,,,,,
K01183,S16_6,1012112,1,0.011872536,0.011872536,0.000180466,3.67E-06,,,,,,,
K01183,S16_6,1051517,1,0.037992117,0.037992117,0.000577492,1.17E-05,,,,,,,
K01183,S16_6,781203,1,0.023745073,0.023745073,0.000360933,7.34E-06,,,,,,,
K01183,S16_6,1081489,1,0.009498029,0.009498029,0.000144373,2.94E-06,,,,,,,
K01183,S16_6,590482,1,0.08785677,0.08785677,0.001335451,2.71E-05,,,,,,,
K01183,S16_6,814909,1,0.009498029,0.009498029,0.000144373,2.94E-06,,,,,,,
K01183,S16_6,1010927,3,0.759842333,2.279526998,0.034649534,0.00070442,,,,,,,
K01183,S16_6,514272,1,0.002374507,0.002374507,3.61E-05,7.34E-07,,,,,,,
K03791,L0_8,818369,1,0.036873156,0.036873156,1,0.00420487,,,,,,,
K03791,L11_9,554415,1,0.00530307,0.00530307,0.090909091,0.000604741,,,,,,,
K03791,L11_9,646549,1,0.010606141,0.010606141,0.181818182,0.001209483,,,,,,,
K03791,L11_9,1033018,1,0.042424564,0.042424564,0.727272727,0.004837931,,,,,,,
K03791,L13_9,974121,1,0.012755102,0.012755102,1,0.001454542,,,,,,,
K03791,L14_8,922761,1,0.013627691,0.013627691,1,0.001554048,,,,,,,
K03791,L16_9,813980,2,0.011526049,0.023052098,1,0.002628771,,,,,,,
K03791,L1_7,818369,1,0.063572791,0.063572791,1,0.007249591,,,,,,,
K03791,L17_8,646549,1,0.030752672,0.030752672,0.285714286,0.003506914,,,,,,,
K03791,L17_8,1034564,1,0.030752672,0.030752672,0.285714286,0.003506914,,,,,,,
K03791,L17_8,922761,1,0.046129007,0.046129007,0.428571429,0.005260371,,,,,,,
K03791,L1_8,818369,1,0.17477425,0.17477425,0.857142857,0.019930569,,,,,,,
K03791,L1_8,541859,1,0.029129042,0.029129042,0.142857143,0.003321761,,,,,,,
K03791,L18_9,569456,1,0.012029641,0.012029641,0.070422535,0.001371813,,,,,,,
K03791,L18_9,2353709,1,0.033682995,0.033682995,0.197183099,0.003841076,,,,,,,
K03791,L18_9,2111163,1,0.014435569,0.014435569,0.084507042,0.001646176,,,,,,,
K03791,L18_9,325947,1,0.110672698,0.110672698,0.647887324,0.01262068,,,,,,,
K03791,L18_B,325947,1,0.009341429,0.009341429,1,0.00106526,,,,,,,
K03791,L1_9,818369,1,0.062227754,0.062227754,1,0.007096208,,,,,,,
K03791,L20_7,2111163,1,0.03354354,0.03354354,1,0.003825173,,,,,,,
K03791,L20_8,554415,1,0.008735913,0.008735913,0.111111111,0.000996209,,,,,,,
K03791,L20_8,2111163,1,0.05241548,0.05241548,0.666666667,0.005977255,,,,,,,
K03791,L20_8,922761,1,0.017471827,0.017471827,0.222222222,0.001992418,,,,,,,
K03791,L20_9,1124040,1,0.013269199,0.013269199,0.181818182,0.001513167,,,,,,,
K03791,L20_9,1033018,1,0.009951899,0.009951899,0.136363636,0.001134875,,,,,,,
K03791,L20_9,359570,1,0.009951899,0.009951899,0.136363636,0.001134875,,,,,,,
K03791,L20_9,236204,1,0.006634599,0.006634599,0.090909091,0.000756584,,,,,,,
K03791,L20_9,2111163,1,0.033172997,0.033172997,0.454545455,0.003782918,,,,,,,
K03791,L20_B,1074016,1,0.027766209,0.027766209,0.4,0.003166349,,,,,,,
K03791,L20_B,2111163,1,0.041649313,0.041649313,0.6,0.004749524,,,,,,,
K03791,L4_8,922761,1,0.17452007,0.17452007,1,0.019901583,,,,,,,
K03791,L4_9,818369,1,0.003144753,0.003144753,0.166666667,0.000358615,,,,,,,
K03791,L4_9,922761,1,0.015723765,0.015723765,0.833333333,0.001793076,,,,,,,
K03791,L5_B,817734,2,0.828500414,1.657000829,0.571428571,0.188957863,,,,,,,
K03791,L5_B,646549,1,0.414250207,0.414250207,0.142857143,0.047239466,,,,,,,
K03791,L5_B,922761,1,0.828500414,0.828500414,0.285714286,0.094478932,,,,,,,
K03791,L6_7,4327501,1,0.035966048,0.035966048,1,0.004101427,,,,,,,
K03791,L6_B,813980,2,0.011325028,0.022650057,1,0.002582923,,,,,,,
K03791,L9_7,817734,2,0.010551862,0.021103725,0.666666667,0.002406586,,,,,,,
K03791,L9_7,922761,1,0.010551862,0.010551862,0.333333333,0.001203293,,,,,,,
K03791,L9_9,817734,2,0.009044044,0.018088089,0.4,0.002062695,,,,,,,
K03791,L9_9,646549,1,0.018088089,0.018088089,0.4,0.002062695,,,,,,,
K03791,L9_9,922761,1,0.009044044,0.009044044,0.2,0.001031347,,,,,,,
K03791,S16_4,1124040,1,0.013875399,0.013875399,0.133333333,0.001582296,,,,,,,
K03791,S16_4,813980,2,0.027750798,0.055501596,0.533333333,0.006329184,,,,,,,
K03791,S16_4,1074016,1,0.027750798,0.027750798,0.266666667,0.003164592,,,,,,,
K03791,S16_4,579033,1,0.006937699,0.006937699,0.066666667,0.000791148,,,,,,,
K03791,S16_5,1124040,1,0.019400524,0.019400524,0.25,0.00221236,,,,,,,
K03791,S16_5,1033018,1,0.019400524,0.019400524,0.25,0.00221236,,,,,,,
K03791,S16_5,1124689,1,0.009700262,0.009700262,0.125,0.00110618,,,,,,,
K03791,S16_5,571263,2,0.009700262,0.019400524,0.25,0.00221236,,,,,,,
K03791,S16_5,541859,1,0.009700262,0.009700262,0.125,0.00110618,,,,,,,
K03791,S16_A,646549,1,0.029577048,0.029577048,0.074074074,0.00337285,,,,,,,
K03791,S16_A,581409,1,0.007394262,0.007394262,0.018518519,0.000843213,,,,,,,
K03791,S16_A,941487,1,0.051759834,0.051759834,0.12962963,0.005902488,,,,,,,
K03791,S16_A,1033018,1,0.022182786,0.022182786,0.055555556,0.002529638,,,,,,,
K03791,S16_A,1039092,1,0.029577048,0.029577048,0.074074074,0.00337285,,,,,,,
K03791,S16_A,780788,1,0.007394262,0.007394262,0.018518519,0.000843213,,,,,,,
K03791,S16_A,163716,1,0.014788524,0.014788524,0.037037037,0.001686425,,,,,,,
K03791,S16_A,922761,1,0.236616386,0.236616386,0.592592593,0.026982803,,,,,,,
K03791,S17_4,813980,2,0.041827878,0.083655757,0.8,0.009539774,,,,,,,
K03791,S17_4,562576,1,0.020913939,0.020913939,0.2,0.002384943,,,,,,,
K03791,S17_5,813980,2,0.030171373,0.060342747,1,0.00688125,,,,,,,
K03791,S17_6,817734,2,0.00825406,0.01650812,0.4,0.001882521,,,,,,,
K03791,S17_6,813980,2,0.00412703,0.00825406,0.2,0.000941261,,,,,,,
K03791,S17_6,359570,1,0.006190545,0.006190545,0.15,0.000705945,,,,,,,
K03791,S17_6,2111163,1,0.010317575,0.010317575,0.25,0.001176576,,,,,,,
K03791,S17_A,562576,1,0.015593326,0.015593326,1,0.001778202,,,,,,,
K03791,S18_4,581409,1,0.014400922,0.014400922,0.090909091,0.001642225,,,,,,,
K03791,S18_4,1033018,1,0.028801843,0.028801843,0.181818182,0.003284449,,,,,,,
K03791,S18_4,1074016,1,0.115207373,0.115207373,0.727272727,0.013137796,,,,,,,
K03791,S18_5,813980,2,0.013661202,0.027322404,0.666666667,0.00311574,,,,,,,
K03791,S18_5,1039092,1,0.013661202,0.013661202,0.333333333,0.00155787,,,,,,,
K03791,S18_6,877752,1,0.021523892,0.021523892,1,0.0024545,,,,,,,
K03791,S18_A,1124040,1,0.060225415,0.060225415,0.194444444,0.00686787,,,,,,,
K03791,S18_A,581409,1,0.021509077,0.021509077,0.069444444,0.002452811,,,,,,,
K03791,S18_A,1033018,1,0.137658092,0.137658092,0.444444444,0.015697988,,,,,,,
K03791,S18_A,974121,1,0.038716338,0.038716338,0.125,0.004415059,,,,,,,
K03791,S18_A,1088647,1,0.051621784,0.051621784,0.166666667,0.005886745,,,,,,,
K03791,S19_5,817734,2,0.021442356,0.042884712,0.315789474,0.004890404,,,,,,,
K03791,S19_5,646549,1,0.042884712,0.042884712,0.315789474,0.004890404,,,,,,,
K03791,S19_5,581409,1,0.007147452,0.007147452,0.052631579,0.000815067,,,,,,,
K03791,S19_5,1033018,1,0.014294904,0.014294904,0.105263158,0.001630135,,,,,,,
K03791,S19_5,877752,1,0.007147452,0.007147452,0.052631579,0.000815067,,,,,,,
K03791,S19_5,1039092,1,0.007147452,0.007147452,0.052631579,0.000815067,,,,,,,
K03791,S19_5,325947,1,0.014294904,0.014294904,0.105263158,0.001630135,,,,,,,
K03791,S19_6,1124040,1,0.050745322,0.050745322,0.533333333,0.005786797,,,,,,,
K03791,S19_6,646549,1,0.006343165,0.006343165,0.066666667,0.00072335,,,,,,,
K03791,S19_6,813980,2,0.01268633,0.025372661,0.266666667,0.002893399,,,,,,,
K03791,S19_6,2111163,1,0.01268633,0.01268633,0.133333333,0.001446699,,,,,,,
K03791,S19_A,646549,1,0.075501865,0.075501865,0.354166667,0.008609936,,,,,,,
K03791,S19_A,581409,1,0.03553029,0.03553029,0.166666667,0.004051735,,,,,,,
K03791,S19_A,922761,1,0.048854148,0.048854148,0.229166667,0.005571135,,,,,,,
K03791,S19_A,1088647,1,0.053295434,0.053295434,0.25,0.006077602,,,,,,,
K03791,S20_1_4,1124040,1,0.022160665,0.022160665,0.053231939,0.002527115,,,,,,,
K03791,S20_1_4,646549,1,0.058567471,0.058567471,0.140684411,0.006678804,,,,,,,
K03791,S20_1_4,581409,1,0.006331619,0.006331619,0.015209125,0.000722033,,,,,,,
K03791,S20_1_4,1033018,1,0.079145231,0.079145231,0.190114068,0.009025411,,,,,,,
K03791,S20_1_4,1074016,1,0.074396518,0.074396518,0.178707224,0.008483887,,,,,,,
K03791,S20_1_4,974121,1,0.037989711,0.037989711,0.091254753,0.004332197,,,,,,,
K03791,S20_1_4,2111163,1,0.026909379,0.026909379,0.064638783,0.00306864,,,,,,,
K03791,S20_1_4,964989,1,0.045904234,0.045904234,0.11026616,0.005234738,,,,,,,
K03791,S20_1_4,562576,1,0.001582905,0.001582905,0.003802281,0.000180508,,,,,,,
K03791,S20_1_4,922761,1,0.031658093,0.031658093,0.076045627,0.003610164,,,,,,,
K03791,S20_1_4,1088647,1,0.031658093,0.031658093,0.076045627,0.003610164,,,,,,,
K03791,S20_1_5,1124040,1,0.032439096,0.032439096,0.161290323,0.003699227,,,,,,,
K03791,S20_1_5,646549,1,0.022707367,0.022707367,0.112903226,0.002589459,,,,,,,
K03791,S20_1_5,581409,1,0.032439096,0.032439096,0.161290323,0.003699227,,,,,,,
K03791,S20_1_5,1033018,1,0.051902553,0.051902553,0.258064516,0.005918763,,,,,,,
K03791,S20_1_5,2111163,1,0.016219548,0.016219548,0.080645161,0.001849613,,,,,,,
K03791,S20_1_5,1129515,1,0.022707367,0.022707367,0.112903226,0.002589459,,,,,,,
K03791,S20_1_5,794948,1,0.012975638,0.012975638,0.064516129,0.001479691,,,,,,,
K03791,S20_1_5,325947,1,0.009731729,0.009731729,0.048387097,0.001109768,,,,,,,
K03791,S20_1_6,1124040,1,0.061140711,0.061140711,0.29787234,0.006972246,,,,,,,
K03791,S20_1_6,2111163,1,0.065507905,0.065507905,0.319148936,0.007470264,,,,,,,
K03791,S20_1_6,541859,1,0.078609486,0.078609486,0.382978723,0.008964317,,,,,,,
K03791,S20_1_A,1124040,1,0.033856702,0.033856702,0.111111111,0.003860885,,,,,,,
K03791,S20_1_A,817734,2,0.025392526,0.050785052,0.166666667,0.005791328,,,,,,,
K03791,S20_1_A,581409,1,0.008464175,0.008464175,0.027777778,0.000965221,,,,,,,
K03791,S20_1_A,1033018,1,0.076177578,0.076177578,0.25,0.008686992,,,,,,,
K03791,S20_1_A,974121,1,0.025392526,0.025392526,0.083333333,0.002895664,,,,,,,
K03791,S20_1_A,571263,2,0.05501714,0.11003428,0.361111111,0.012547877,,,,,,,
K03791,S20_2_5,817734,2,0.009133254,0.018266508,0.105263158,0.002083041,,,,,,,
K03791,S20_2_5,219331,2,0.018266508,0.036533017,0.210526316,0.004166082,,,,,,,
K03791,S20_2_5,646549,1,0.018266508,0.018266508,0.105263158,0.002083041,,,,,,,
K03791,S20_2_5,581409,1,0.045666271,0.045666271,0.263157895,0.005207602,,,,,,,
K03791,S20_2_5,1074016,1,0.018266508,0.018266508,0.105263158,0.002083041,,,,,,,
K03791,S20_2_5,974121,1,0.009133254,0.009133254,0.052631579,0.00104152,,,,,,,
K03791,S20_2_5,164660,1,0.027399763,0.027399763,0.157894737,0.003124561,,,,,,,
K03791,S20_2_6,817734,2,0.013241525,0.026483051,0.75,0.003020023,,,,,,,
K03791,S20_2_6,2111163,1,0.004413842,0.004413842,0.125,0.000503337,,,,,,,
K03791,S20_2_6,325947,1,0.004413842,0.004413842,0.125,0.000503337,,,,,,,
K03791,S20_2_A,1124040,1,0.04781829,0.04781829,0.235294118,0.00545301,,,,,,,
K03791,S20_2_A,581409,1,0.023909145,0.023909145,0.117647059,0.002726505,,,,,,,
K03791,S20_2_A,974121,1,0.059772863,0.059772863,0.294117647,0.006816262,,,,,,,
K03791,S20_2_A,573270,1,0.071727436,0.071727436,0.352941176,0.008179515,,,,,,,
K03791,S20_3_4,830893,2,0.017290568,0.034581136,0.666666667,0.003943497,,,,,,,
K03791,S20_3_4,813980,2,0.008645284,0.017290568,0.333333333,0.001971748,,,,,,,
K03791,S20_3_6,813980,2,0.012316788,0.024633576,1,0.002809116,,,,,,,
K03791,S20_3_A,817734,2,0.124904587,0.249809174,0.282352941,0.028487257,,,,,,,
K03791,S20_3_A,646549,1,0.052043578,0.052043578,0.058823529,0.005934845,,,,,,,
K03791,S20_3_A,941487,1,0.041634862,0.041634862,0.047058824,0.004747876,,,,,,,
K03791,S20_3_A,1033018,1,0.027756575,0.027756575,0.031372549,0.003165251,,,,,,,
K03791,S20_3_A,560243,1,0.020817431,0.020817431,0.023529412,0.002373938,,,,,,,
K03791,S20_3_A,974121,1,0.159600305,0.159600305,0.180392157,0.018200192,,,,,,,
K03791,S20_3_A,862949,2,0.020817431,0.041634862,0.047058824,0.004747876,,,,,,,
K03791,S20_3_A,922761,1,0.201235168,0.201235168,0.22745098,0.022948068,,,,,,,
K03791,S20_3_A,408706,1,0.090208868,0.090208868,0.101960784,0.010287065,,,,,,,
K03791,S20_4_4,581409,1,0.009566632,0.009566632,1,0.001090941,,,,,,,
K03791,S20_4_A,830893,2,0.037140971,0.074281941,0.620689655,0.008470821,,,,,,,
K03791,S20_4_A,1124040,1,0.004126775,0.004126775,0.034482759,0.000470601,,,,,,,
K03791,S20_4_A,581409,1,0.008253549,0.008253549,0.068965517,0.000941202,,,,,,,
K03791,S20_4_A,1033018,1,0.024760647,0.024760647,0.206896552,0.002823607,,,,,,,
K03791,S20_4_A,974121,1,0.008253549,0.008253549,0.068965517,0.000941202,,,,,,,
K03791,S16_6,646549,1,0.047490146,0.047490146,0.408163265,0.00541559,,,,,,,
K03791,S16_6,1033018,1,0.011872536,0.011872536,0.102040816,0.001353897,,,,,,,
K03791,S16_6,658233,1,0.030868595,0.030868595,0.265306122,0.003520133,,,,,,,
K03791,S16_6,974121,1,0.02611958,0.02611958,0.224489796,0.002978574,,,,,,,
K01452,L0_7,722628,1,0.029620853,0.029620853,0.000617665,8.75E-06,,,,,,,
K01452,L0_7,188150,1,0.088862559,0.088862559,0.001852996,2.63E-05,,,,,,,
K01452,L0_7,217239,1,0.118483412,0.118483412,0.002470661,3.50E-05,,,,,,,
K01452,L0_7,939811,1,0.029620853,0.029620853,0.000617665,8.75E-06,,,,,,,
K01452,L0_7,568345,1,47.6007109,47.6007109,0.992588017,0.014064606,,,,,,,
K01452,L0_7,1011088,1,0.029620853,0.029620853,0.000617665,8.75E-06,,,,,,,
K01452,L0_7,804175,1,0.059241706,0.059241706,0.00123533,1.75E-05,,,,,,,
K01452,L0_8,818369,1,0.036873156,0.036873156,0.000954198,1.09E-05,,,,,,,
K01452,L0_8,188150,1,0.073746313,0.073746313,0.001908397,2.18E-05,,,,,,,
K01452,L0_8,217239,1,0.073746313,0.073746313,0.001908397,2.18E-05,,,,,,,
K01452,L0_8,939811,1,0.036873156,0.036873156,0.000954198,1.09E-05,,,,,,,
K01452,L0_8,568345,1,38.38495575,38.38495575,0.993320611,0.011341622,,,,,,,
K01452,L0_8,1011088,1,0.036873156,0.036873156,0.000954198,1.09E-05,,,,,,,
K01452,L0_9,593437,1,0.061842919,0.061842919,0.001059322,1.83E-05,,,,,,,
K01452,L0_9,217239,1,0.309214595,0.309214595,0.00529661,9.14E-05,,,,,,,
K01452,L0_9,939811,1,0.030921459,0.030921459,0.000529661,9.14E-06,,,,,,,
K01452,L0_9,568345,1,57.88497217,57.88497217,0.991525424,0.017103302,,,,,,,
K01452,L0_9,1011088,1,0.092764378,0.092764378,0.001588983,2.74E-05,,,,,,,
K01452,L0_B,722628,1,0.172882193,0.172882193,0.001733531,5.11E-05,,,,,,,
K01452,L0_B,217239,1,0.148184737,0.148184737,0.001485884,4.38E-05,,,,,,,
K01452,L0_B,821717,1,0.024697456,0.024697456,0.000247647,7.30E-06,,,,,,,
K01452,L0_B,568345,1,99.30847123,99.30847123,0.995789995,0.029342724,,,,,,,
K01452,L0_B,1011088,1,0.074092368,0.074092368,0.000742942,2.19E-05,,,,,,,
