Group,L0_G,L1_G,L8_G,L9_G,L10_G,L13_G,L14_G,L17_G,L19_G,L20_G,S16_G,S17_G,S18_G,S19_G,S20_G,L0_R,L1_R,L8_R,L9_R,L10_R,L11_R,L12_R,L13_R,L14_R,L18_R,L20_R,S16_R,S17_R,S20_R
Otu000396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007997441,0,0,0
Otu000398,0,0,0,0,0,0,0,0,0.602205259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000399,0,0,0,0,0,0,0,0,0.602205259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000400,0,0,0,0,0,0,0,0,0,0,0.096420393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.423779396,0
Otu000403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007997441,0,0,0.967261905
Otu000404,0,0,0,0.002208676,0,0,0,0.002763958,0,0,0,0,0,0,0.024718546,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007997441,0,0,0
Otu000409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000410,0,0,0,0,0,0,0,0,0,0,0,0.006177797,0.060471125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000411,0,0,0,0,0,0,0,0,0,0.148008611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.543825976,0,0,0
Otu000414,0,0,0,0,0,0,0,0,0,0,0,0.142089331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.405873224,0
Otu000416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000417,0,0,0,0,0,0,0,0,0,0,0.084367844,0,0,0,0,0.016910936,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000418,0,0,0,0,0,0,0.18307129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000419,0,0,0,0,0,0,0,0,0.568278202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000420,0,0,0,0,0,0,0,0,0,0,0.040175164,0,0,0,0,0,0.074486355,0,0,0,0,0,0,0,0,0,0,0,0
Otu000421,0,0,0,0,0,0,0,0,0,0,0.08838536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000422,0,0,0,0,0,0,0,0,0,0,0,0.135911534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000423,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063109581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005968724,0.014880952
Otu000427,0.00725563,0.11584746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001734635,0,0,0,0,0,0,0,0,0
Otu000428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.527831094,0,0,0
Otu000429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393935777,0
Otu000430,0,0,0,0,0,0,0,0,0,0,0,0,0.060471125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000431,0,0.153675202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000432,0,0,0,0,0,0,0,0,0,0,0,0,0.060471125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020380781,0,0.038640943,0,0,0,0,0
Otu000437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017977124,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000438,0.002902252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000439,0,0,0,0,0,0,0,0.088446656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000440,0,0,0,0,0,0,0,0,0.542832909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000441,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060240964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000444,0,0,0,0,0,0,0,0,0,0.141280947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000445,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060240964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.654761905
Otu000447,0,0,0,0,0,0,0,0,0.525869381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000448,0,0,0,0,0,0,0,0,0,0.067276642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000449,0,0,0,0,0,0,0,0,0,0,0.084367844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000453,0,0,0,0,0,0,0,0,0,0.127825619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.462499036,0,0
Otu000455,0,0,0,0,0,0,0,0,0,0,0,0,0.002748688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000456,0,0,0,0,0,0,0,0,0.491942324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05952381
Otu000458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.338218715,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000459,0,0,0,0,0,0,0,0,0.48346056,0,0,0,0,0,0.00112357,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000460,0,0,0,0,0,0,0,0,0,0.121097955,0,0.006177797,0.002748688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.358123433,0
Otu000463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000464,0,0,0,0,0,0,0,0,0,0,0.080350327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000466,0,0.002364234,0,0,0,0,0,0,0,0,0,0,0,0,0.013482843,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000467,0,0,0,0,0,0,0,0,0,0.114370291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.346185985,0
Otu000469,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057372347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000471,0,0,0,0,0,0,0,0,0.474978796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005968724,0
Otu000472,0,0,0,0,0,0,0,0,0,0.127825619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000473,0,0,0,0,0,0,0,0,0,0.127825619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.346185985,0
Otu000475,0,0,0,0,0,0,0,0,0,0,0,0,0.027486875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173092993,0
Otu000476,0,0,0,0,0,0,0,0,0,0,0.076332811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000480,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054503729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000482,0,0,0,0,0,0,0,0,0,0.127825619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.447856686,0,0,0
Otu000484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.833333333
Otu000486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.833333333
Otu000487,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051635112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000488,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051635112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000494,0,0,0,0,0,0,0,0,0,0.121097955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000495,0,0,0,0,0,0,0,0,0,0.121097955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000496,0,0,0,0,0,0,0,0.074626866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000497,0,0,0,0,0,0,0,0,0,0.121097955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.423864363,0,0,0
Otu000499,0,0,0,0,0,0,0,0,0,0,0,0.111200346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316342366,0
Otu000501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000502,0,0,0,0,0,0,0,0,0,0,0.072315295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000503,0,0,0,0,0,0,0,0,0.441051739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000504,0,0,0,0,0,0,0,0,0.441051739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000505,0,0,0,0,0,0,0,0,0,0,0,0.105022549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000506,0,0,0,0,0,0,0,0,0,0,0,0,0.046727688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000508,0,0,0,0,0,0,0,0,0.432569975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000509,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048766495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000510,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048766495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.758928571
Otu000512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.758928571
Otu000514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035391966,0.041450777,0,0,0,0,0,0,0,0,0,0
Otu000515,0,0,0,0,0,0,0,0,0,0,0.068297778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.385415864,0,0
Otu000517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.385415864,0,0
Otu000518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.280530023,0
Otu000519,0,0,0,0,0,0,0,0,0,0,0,0,0.043979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.699404762
Otu000527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000529,0.023218017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000530,0,0.002364234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023124952,0,0
Otu000531,0,0,0,0,0.059672547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000532,0,0,0,0,0,0,0.129226793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000533,0,0,0,0,0,0,0,0,0,0.107642626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000534,0,0,0,0,0,0,0,0,0,0.107642626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000535,0,0,0,0,0,0,0,0,0,0.107642626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.280530023,0
Otu000538,0,0,0,0,0,0,0,0,0,0,0,0,0.043979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016853554,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000542,0.021766891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000543,0.021766891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000544,0,0,0,0,0,0,0,0.063571034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000545,0,0,0,0,0,0,0,0,0,0.100914962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000546,0,0,0,0,0,0,0,0,0,0.060548977,0.024105098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000547,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04302926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013482843,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000551,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04302926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000552,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04302926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000553,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04302926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.669642857
Otu000559,0,0,0,0,0,0,0,0,0,0,0,0.086489158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000560,0,0,0,0,0,0,0,0,0,0,0.056245229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262623851,0
Otu000562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256655127,0
Otu000563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005968724,0
Otu000564,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04302926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.654761905
Otu000567,0,0,0,0,0,0,0,0,0,0,0.004017516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080693551,0,0,0,0,0,0,0,0,0,0,0,0
Otu000569,0,0,0,0,0,0,0,0,0,0.094187298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000570,0,0,0,0,0,0,0,0.058043118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.335892514,0,0,0
Otu000572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005968724,0
Otu000573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625
Otu000576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625
Otu000580,0.004353378,0.002364234,0,0.006626027,0.011188603,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006908463,0,0.00199984,0.001698398,0.00304567,0.004600112,0,0,0,0,0
Otu000581,0.020315765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084831682,0,0,0,0,0,0,0,0,0,0,0,0
Otu000583,0,0,0,0,0,0,0,0,0,0.094187298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000585,0,0,0,0,0,0,0,0,0,0,0.056245229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316041008,0,0
Otu000588,0,0,0,0,0,0,0,0,0.339270568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308332691,0,0
Otu000590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308332691,0,0
Otu000591,0,0,0,0,0,0,0,0,0,0,0,0,0.035732938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000592,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037292025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.300624374,0,0
Otu000598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.300624374,0,0
Otu000599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078624485,0,0,0,0,0,0,0,0,0,0,0,0
Otu000600,0,0,0,0,0,0,0,0,0,0.087459634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000601,0,0,0,0,0,0,0,0,0,0,0,0.080311361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000602,0,0,0,0,0,0,0,0,0,0,0,0.080311361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000603,0,0,0,0,0,0,0,0,0,0,0,0.080311361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000604,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037292025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012359273,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000610,0.015962387,0.009456935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000611,0.017413513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000612,0.017413513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000613,0,0,0,0,0,0,0,0,0.313825276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000614,0,0,0,0,0,0,0,0,0.313825276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.550595238
Otu000619,0,0,0,0,0,0,0,0,0,0,0,0,0.03298425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000620,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034423408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000625,0,0,0,0,0,0,0,0,0,0,0,0,0.002748688,0.005737235,0.005617851,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000626,0.017413513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000627,0,0.035463508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.269791105,0,0
Otu000629,0,0,0,0,0,0,0,0,0,0,0,0,0.03298425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000630,0,0,0,0,0,0,0,0,0,0,0,0,0.03298425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000631,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034423408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000633,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031554791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000635,0.004353378,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005617851,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000636,0.015962387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194655813,0,0,0,0.025475976,0,0,0,0,0,0,0
Otu000638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030360741,0,0,0,0,0
Otu000639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25437447,0,0
Otu000640,0,0,0,0,0,0,0,0,0,0,0,0,0.030235563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000641,0,0,0,0,0,0,0,0,0,0,0,0,0.030235563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
