Group,Class,Long,Short,Daily
ASV1808,Gammaproteobacteria,0.00582568,0,0
ASV1816,Alphaproteobacteria,0.002494247,0.002764361,0.003037458
ASV1821,Bacteroidia,0.001166466,0,0
ASV1826,Alphaproteobacteria,0.000311515,0.000960061,0
ASV1827,Gammaproteobacteria,0.004718986,0,0
ASV1829,Actinobacteria,0.001430552,0,0
ASV1830,Deltaproteobacteria,8.96568E-05,0,0.002901992
ASV1831,Gammaproteobacteria,0,0,0
ASV1832,Alphaproteobacteria,0,0,0
ASV1833,Bacteroidia,0,0.001100541,0.000791452
ASV1834,Bacteroidia,0,0,0
ASV1836,Clostridia,0,0,0.003033901
ASV1839,Alphaproteobacteria,0,0,0.003729973
ASV1840,Clostridia,0,0,0.004213458
ASV1842,Alphaproteobacteria,0,0.001741305,0
ASV1845,Gammaproteobacteria,0,0.001196955,0
ASV1847,Bacteroidia,0,0,0
ASV1848,Alphaproteobacteria,0,0.000550271,0
ASV1849,Actinobacteria,0.000169987,0,0
ASV1850,Actinobacteria,0,0,0.001582905
ASV1851,Alphaproteobacteria,0.000181316,0.000646684,0
ASV1853,Alphaproteobacteria,0.000179313,0,0
ASV1854,Clostridia,0,0,0
ASV1855,Bacteroidia,0,0,0
ASV1856,Bacteroidia,0,0,0
ASV1857,Alphaproteobacteria,0,0,0
ASV1858,Gammaproteobacteria,0,0,0
ASV1859,Bacilli,0,0,0
ASV1861,Actinobacteria,0,0.00138754,0
ASV1862,Bacteroidia,0.000543949,0.000476497,0.000395726
ASV1864,Saccharimonadia,0,0,0
ASV1865,Gammaproteobacteria,0,0,0
ASV1866,Clostridia,0,0,0
ASV1868,Actinobacteria,0,0,0
ASV1869,Gammaproteobacteria,0,0,0
ASV1870,Bacteroidia,0,0,0
ASV1873,Clostridia,0,0,0
ASV1875,Gammaproteobacteria,0,0,0.000761105
ASV1877,Gammaproteobacteria,0,0.001911423,0
ASV1881,Gammaproteobacteria,0.003392454,0,0
ASV1894,Alphaproteobacteria,0.000311515,0.008681641,0.001746839
ASV1895,Gammaproteobacteria,0.000207788,0,0
ASV1897,Gammaproteobacteria,0.000244434,0.000550271,0
ASV1899,Gammaproteobacteria,0,0,0
ASV1901,Bacteroidia,0,0,0
ASV1902,Gammaproteobacteria,0,0.000462513,0
ASV1903,Gammaproteobacteria,0,0.000646684,0.002770083
ASV1905,Bacteroidia,0,0,0
ASV1906,Gammaproteobacteria,0,0,0.002901992
ASV1908,Bacteroidia,0,0,0.002901992
ASV1909,Bacteroidia,0,0,0.003040409
ASV1910,Clostridia,0,0,0.003373815
ASV1911,Negativicutes,0,0,0.002506266
ASV1912,Bacteroidia,0,0.0015846,0
ASV1913,Actinobacteria,0.000585226,0,0
ASV1914,Gammaproteobacteria,0.000179313,0.000476497,0.000363933
ASV1915,Bacteroidia,0,0,0
ASV1917,Clostridia,0,0,0
ASV1918,Clostridia,0,0,0
ASV1919,Bacilli,0,0,0
ASV1921,Ignavibacteria,0,0,0
ASV1922,Bacteroidia,0,0,0
ASV1923,Alphaproteobacteria,0,0,0
ASV1924,Bacteroidia,0,0,0.002506266
ASV1927,Alphaproteobacteria,0,0,0.003275395
ASV1930,NA,0,0,0
ASV1932,Actinobacteria,0,0,0.000810977
ASV1933,Actinobacteria,0.000169987,0,0.000363933
ASV1934,Gammaproteobacteria,0,0.000476497,0
ASV1935,Alphaproteobacteria,0,0.000952994,0.000761105
ASV1936,Campylobacteria,0,0.00138754,0.003083446
ASV1940,Planctomycetacia,0,0,0
ASV1943,Actinobacteria,0,0.001514968,0.001608197
ASV1945,Microgenomatia,0.000461527,0,0.002512774
ASV1947,Alphaproteobacteria,0.005670676,0,0
ASV1952,Gammaproteobacteria,0.000799538,0.006971313,0.001290216
ASV1955,Alphaproteobacteria,0.00153476,0,0
ASV1960,Alphaproteobacteria,0,0,0
ASV1963,Gammaproteobacteria,0,0,0
ASV1965,Bacteroidia,0,0,0
ASV1967,Gammaproteobacteria,0,0,0.002770083
ASV1968,Bacteroidia,0,0,0.002770083
ASV1970,Gammaproteobacteria,0,0,0.002770083
ASV1973,Bacteroidia,0,0,0
ASV1974,Clostridia,0,0,0
ASV1975,Bacteroidia,0,0,0
ASV1977,Bacteroidia,0,0,0
ASV1978,Bacteroidia,0,0,0
ASV1979,Actinobacteria,0,0,0
ASV1981,Bacteroidia,0.000195075,0,0
ASV1983,Gammaproteobacteria,0,0,0
ASV1985,Microgenomatia,8.96568E-05,0,0
ASV1987,Clostridia,0,0.000634797,0.00117491
ASV1988,Bacteroidia,0,0,0
ASV1990,Bacteroidia,0,0,0
ASV1993,Alphaproteobacteria,0,0,0
ASV1994,Gammaproteobacteria,0,0,0
ASV1995,Gammaproteobacteria,0,0,0
ASV1996,Gammaproteobacteria,0,0,0
ASV1998,Alphaproteobacteria,0,0,0
ASV1999,Bacilli,0,0,0
ASV2000,Bacteroidia,0,0,0
ASV2001,Gammaproteobacteria,0.00026897,0,0
ASV2002,Clostridia,0,0,0
ASV2003,Actinobacteria,0,0,0
ASV2020,Gammaproteobacteria,0.001300502,0,0
ASV2023,Clostridia,0,0,0
ASV2024,Alphaproteobacteria,0.001622271,0,0
ASV2025,Bacteroidia,0,0,0
ASV2026,Bacteroidia,0,0,0
ASV2027,Gammaproteobacteria,0,0,0
ASV2030,Clostridia,0,0,0.001892281
ASV2032,Bacteroidia,0,0,0.002870199
ASV2033,Bacteroidia,0,0,0
ASV2034,Bacteroidia,0,0,0
ASV2035,Bacteroidia,0,0,0
ASV2036,Alphaproteobacteria,0,0,0
ASV2037,Gammaproteobacteria,0,0,0
ASV2039,Gammaproteobacteria,0,0,0.000923361
ASV2041,Clostridia,0,0,0
ASV2043,Bacteroidia,0,0.000675311,0.000844138
ASV2045,Alphaproteobacteria,0,0,0.001440881
ASV2046,Actinobacteria,0,0,0
ASV2047,Anaerolineae,0,0.000462513,0
ASV2049,Actinobacteria,0,0,0
ASV2051,Gammaproteobacteria,0,0.000952994,0.001178798
ASV2055,Bacteroidia,0,0,0
ASV2056,Clostridia,0,0,0
ASV2057,Bacteroidia,0,0,0
ASV2059,Bacteroidia,0,0,0
ASV2061,Alphaproteobacteria,0,0,0
ASV2062,Bacteroidia,0,0,0
ASV2063,Bacteroidia,0,0,0
ASV2075,Gammaproteobacteria,0.003280077,0.000910747,0
ASV2076,Verrucomicrobiae,0.00204724,0,0
ASV2086,Deltaproteobacteria,0.001235477,0,0
ASV2088,Actinobacteria,0.000719631,0.002312566,0
ASV2089,Bacilli,0.008101627,0,0
ASV2090,Clostridia,0,0,0
ASV2091,Actinobacteria,0,0,0
ASV2092,Gammaproteobacteria,0,0,0
ASV2095,Clostridia,0,0,0
ASV2096,Actinobacteria,0,0,0.00036782
ASV2099,Clostridia,0,0,0.002506266
ASV2100,Bacteroidia,0,0,0.000270326
ASV2102,Clostridia,0,0,0
ASV2104,Bacteroidia,0,0,0
ASV2105,Actinobacteria,0.000344732,0,0
ASV2106,Bacteroidia,0,0,0
ASV2107,Clostridia,0,0,0
ASV2109,Bacteroidia,0,0,0
ASV2110,Bacteroidia,0,0,0
ASV2111,Gammaproteobacteria,0.000189159,0.000476497,0
ASV2112,Alphaproteobacteria,0,0,0.001522209
ASV2113,Gammaproteobacteria,0.000906582,0.000952994,0
ASV2114,Actinobacteria,0,0,0
ASV2116,Bacteroidia,0,0,0.001978631
ASV2117,Gammaproteobacteria,0,0,0
ASV2118,Bacteroidia,0,0,0
ASV2120,Clostridia,0,0,0
ASV2121,Bacteroidia,0,0,0
ASV2122,Deltaproteobacteria,0,0,0
ASV2123,Bacteroidia,0,0,0
ASV2124,Gammaproteobacteria,0.000244434,0,0
ASV2125,Bacteroidia,0,0,0
ASV2126,Clostridia,0,0,0
ASV2127,Clostridia,0,0.000675311,0.001605243
ASV2131,NA,0,0,0
ASV2132,Bacteroidia,0,0.003840246,0
ASV2135,Alphaproteobacteria,0,0,0
ASV2136,Bacteroidia,0,0,0
ASV2137,Bacteroidia,0,0,0
ASV2138,Clostridia,8.96568E-05,0,0
ASV2139,Bacteroidia,0,0,0.000540652
ASV2140,Alphaproteobacteria,0,0,0
ASV2141,Gammaproteobacteria,0,0,0
ASV2142,Alphaproteobacteria,0,0,0
ASV2144,Bacteroidia,0,0,0
ASV2145,Gammaproteobacteria,0,0,0
ASV2146,Bacilli,0,0,0
ASV2147,Verrucomicrobiae,0,0,0
ASV2148,Clostridia,0,0,0
ASV2149,Gammaproteobacteria,0,0,0
ASV2162,Deltaproteobacteria,0.001282071,0,0
ASV2171,Bacteroidia,0.004602424,0,0
ASV2172,Gammaproteobacteria,0.001170986,0.004335765,0.000761105
ASV2173,Alphaproteobacteria,0,0.0022121,0.001192946
ASV2175,Bacteroidia,0.000179313,0,0.001091798
ASV2177,Gammaproteobacteria,0.001446972,0,0
ASV2178,Alphaproteobacteria,0,0,0
ASV2179,Alphaproteobacteria,0,0,0.006186858
ASV2184,Microgenomatia,0,0,0
ASV2188,Alphaproteobacteria,0,0,0
ASV2191,Bacteroidia,0,0,0.002374357
ASV2192,Bacteroidia,0,0,0.002374357
ASV2193,Bacteroidia,0,0,0.00211054
ASV2194,Deltaproteobacteria,0,0.000502993,0.003039627
ASV2195,Bacteroidia,0,0,0
ASV2197,Clostridia,0,0,0
ASV2198,Bacteroidia,0,0.001899606,0
ASV2199,Bacteroidia,0,0,0
ASV2200,Bacteroidia,0,0,0.004003261
ASV2201,Bacilli,0,0,0
ASV2203,Clostridia,0,0,0
ASV2204,Gammaproteobacteria,0,0,0
ASV2206,Bacteroidia,0.00013005,0,0.000810977
ASV2208,Clostridia,0,0.000633202,0.001572082
ASV2209,Bacteroidia,0,0,0
ASV2210,Bacteroidia,0,0,0
ASV2211,Gammaproteobacteria,0,0,0
ASV2215,Actinobacteria,0,0,0
ASV2216,Deltaproteobacteria,0,0,0
ASV2217,Bacteroidia,0,0,0
ASV2218,Bacteroidia,0,0,0
ASV2219,Gammaproteobacteria,0,0,0
ASV2220,Saccharimonadia,0,0,0.001081303
ASV2221,Actinobacteria,0,0.001267999,0
ASV2222,Clostridia,0,0,0
ASV2225,Clostridia,0,0,0.00105527
ASV2227,Deltaproteobacteria,0,0.000877193,0
ASV2232,Deltaproteobacteria,0.018409812,0,0
ASV2233,Deltaproteobacteria,0.002430183,0.001508978,0.001886223
ASV2242,Gammaproteobacteria,0.0055041,0,0
ASV2248,Deltaproteobacteria,0.001321629,0,0
ASV2257,Clostridia,0,0,0
ASV2259,Alphaproteobacteria,0,0,0.001978631
ASV2260,Bacteroidia,0,0,0
ASV2261,Gammaproteobacteria,0,0,0.002242448
ASV2263,Bacteroidia,0,0,0.002242448
ASV2264,Gammaproteobacteria,0,0,0.002242448
ASV2265,Bacteroidia,0,0,0.002242448
ASV2266,Gracilibacteria,0,0,0.000395726
ASV2268,Bacteroidia,0,0,0
ASV2269,Gammaproteobacteria,0,0,0
ASV2272,Alphaproteobacteria,0,0,0
ASV2274,Bacteroidia,0,0,0
ASV2275,Bacteroidia,0,0.000949803,0
ASV2276,Verrucomicrobiae,0,0,0
ASV2277,Actinobacteria,0,0.001267083,0
ASV2279,Bacteroidia,0,0,0
ASV2281,Bacteroidia,0,0,0
ASV2282,Clostridia,0,0,0
ASV2286,Saccharimonadia,0,0,0
ASV2288,Gammaproteobacteria,0,0,0.001450996
ASV2289,Gammaproteobacteria,0,0,0
ASV2292,Bacteroidia,0,0,0
ASV2293,Bacteroidia,0,0,0
ASV2294,Bacilli,0,0,0
ASV2296,Bacteroidia,0,0,0
ASV2297,Clostridia,0,0.000960061,0
ASV2301,Actinobacteria,0,0,0
ASV2303,Bacilli,0,0,0.005458992
ASV2304,Clostridia,0,0,0
ASV2305,Bacteroidia,0,0,0
ASV2306,Spirochaetia,0,0,0
ASV2307,Gammaproteobacteria,0,0,0
ASV2308,Clostridia,0,0,0
ASV2317,Deltaproteobacteria,0.005265855,0,0
ASV2319,Cloacimonadia,0.006458108,0,0
ASV2324,Clostridia,0.000194411,0,0
ASV2337,Gammaproteobacteria,0.015679203,0,0
ASV2344,Alphaproteobacteria,0.000230764,0,0.001351629
ASV2345,Clostridia,0.000543949,0,0.004731126
ASV2346,Alphaproteobacteria,0,0,0
ASV2348,Alphaproteobacteria,0,0,0
ASV2349,Alphaproteobacteria,0,0,0
ASV2350,Bacteroidia,0,0,0
ASV2351,Alphaproteobacteria,0,0.007400213,0
ASV2352,Gammaproteobacteria,0,0,0
ASV2353,Bacteroidia,0,0,0
ASV2354,Spirochaetia,0,0,0
ASV2355,Clostridia,0,0,0
ASV2356,Clostridia,0,0,0
ASV2360,Clostridia,0,0,0.00211054
ASV2361,Clostridia,0,0,0.001091798
ASV2363,Gammaproteobacteria,0,0.001741305,0
ASV2365,Alphaproteobacteria,0,0.002532808,0
ASV2366,Gammaproteobacteria,0,0,0
ASV2367,Alphaproteobacteria,8.96568E-05,0.000952994,0.000270326
ASV2370,Clostridia,0,0,0
ASV2371,Gammaproteobacteria,0,0,0
ASV2372,Bacteroidia,0,0,0
ASV2373,Clostridia,0,0,0
ASV2374,Clostridia,0,0.000137568,0
ASV2375,Clostridia,0,0.000560445,0
ASV2376,Spirochaetia,0,0,0.00148897
ASV2377,Clostridia,0,0,0.000270326
ASV2379,Clostridia,0,0,0
ASV2380,Bacteroidia,0,0.000476497,0.001081303
ASV2385,Alphaproteobacteria,0,0,0
ASV2386,Alphaproteobacteria,0,0,0
ASV2389,Bacteroidia,0,0,0
ASV2390,Actinobacteria,0,0,0
ASV2391,Bacteroidia,0,0,0
ASV2393,Clostridia,0,0,0
ASV2394,Bacteroidia,0,0.000476497,0
ASV2397,Clostridia,0,0,0
ASV2398,Bacteroidia,0,0,0
ASV2401,Clostridia,0.000362633,0.000952994,0
ASV2402,Bacilli,0,0,0.001455731
ASV2405,Clostridia,0,0,0
ASV2406,Bacilli,0,0,0
ASV2409,Alphaproteobacteria,0,0,0.000270326
ASV2410,Acidimicrobiia,0,0,0.000270326
ASV2414,Clostridia,0,0,0
ASV2417,Bacteroidia,0,0,0
ASV2418,Deltaproteobacteria,0.010119557,0,0
ASV2420,Cloacimonadia,0.010154287,0,0
ASV2439,Deltaproteobacteria,0.001540463,0,0
ASV2449,Alphaproteobacteria,0.002546907,0.000675311,0.001564579
ASV2450,Alphaproteobacteria,0.000709835,0.006087592,0.002331074
ASV2452,Actinobacteria,0.000760441,0,0
ASV2453,Bacteroidia,0.008680574,0,0
ASV2454,Deltaproteobacteria,0.002677535,0,0
ASV2455,Actinobacteria,0.001234148,0,0
ASV2457,Bacteroidia,0.004860976,0,0
ASV2459,Gammaproteobacteria,0,0,0
ASV2462,Clostridia,0,0.000422878,0.001846722
ASV2464,Verrucomicrobiae,0,0,0
ASV2465,Acidimicrobiia,0,0,0
ASV2466,Bacteroidia,0,0,0
ASV2470,Bacteroidia,0,0,0.001978631
ASV2471,Bacteroidia,0,0,0.001978631
ASV2472,Anaerolineae,0,0,0.001978631
ASV2474,Bacteroidia,0,0,0.001978631
ASV2478,Acidimicrobiia,0,0,0.000923361
ASV2479,Gammaproteobacteria,0,0,0
ASV2481,Bacteroidia,0,0,0
ASV2482,Alphaproteobacteria,0,0,0
ASV2483,Bacteroidia,0,0,0.00073564
ASV2484,Bacteroidia,0,0,0
ASV2486,Gammaproteobacteria,0,0,0
ASV2487,Alphaproteobacteria,0,0,0
ASV2488,Clostridia,0,0,0
ASV2490,NA,0,0,0
ASV2491,Alphaproteobacteria,0,0,0
ASV2493,Bacteroidia,0,0,0.002984079
ASV2494,Clostridia,0,0,0
ASV2496,Bacteroidia,0,0,0
ASV2497,Gammaproteobacteria,0,0,0
ASV2498,Microgenomatia,0,0,0
ASV2501,Bacteroidia,0,0,0
ASV2502,Bacteroidia,0,0,0
ASV2503,Gammaproteobacteria,0,0,0
ASV2505,Bacteroidia,0,0,0
ASV2507,Bacteroidia,0,0,0
ASV2510,Bacteroidia,0,0,0
ASV2512,Bacteroidia,0,0,0
ASV2513,Bacteroidia,0,0,0
ASV2515,Planctomycetacia,0,0,0
ASV2517,Saccharimonadia,0,0,0
ASV2518,Gammaproteobacteria,0,0,0
ASV2522,Gammaproteobacteria,0,0.000402285,0
ASV2526,Gammaproteobacteria,0,0,0
ASV2530,Alphaproteobacteria,0,0,0
ASV2531,NA,0,0,0
ASV2532,Actinobacteria,0,0,0
ASV2533,Actinobacteria,0,0,0.000659544
ASV2538,Deltaproteobacteria,0.003269666,0.003884277,0
ASV2540,Deltaproteobacteria,0.001832287,0,0
ASV2542,Gammaproteobacteria,0.01321758,0,0
ASV2560,Cloacimonadia,0,0,0
ASV2565,Bacteroidia,0,0,0
ASV2571,Gammaproteobacteria,0.000910351,0,0
ASV2572,Bacteroidia,0.000780301,0,0
ASV2573,Alphaproteobacteria,0.001139241,0,0
ASV2575,Bacteroidia,0,0,0
ASV2577,Alphaproteobacteria,0,0.000646684,0
ASV2578,Gammaproteobacteria,0,0,0
ASV2580,Bacteroidia,0,0,0
ASV2582,Gammaproteobacteria,0,0,0
ASV2584,Bacteroidia,0,0,0
ASV2585,Clostridia,0,0,0.001846722
ASV2586,Gammaproteobacteria,0,0,0.001846722
ASV2589,Deltaproteobacteria,0,0,0.001846722
ASV2591,Alphaproteobacteria,0,0,0.002261973
ASV2592,Clostridia,0,0,0.000923361
ASV2594,Bacteroidia,0,0,0.005095059
ASV2597,Alphaproteobacteria,0,0,0
ASV2599,Campylobacteria,0,0,0
ASV2601,Gammaproteobacteria,0,0,0
ASV2603,NA,0,0,0
ASV2604,Bacilli,0,0,0
ASV2607,NA,0,0,0
ASV2608,Actinobacteria,0,0,0.000761105
ASV2609,Actinobacteria,0,0,0
ASV2612,Alphaproteobacteria,0,0,0
ASV2616,Bacteroidia,0,0,0.001187179
ASV2618,Bacteroidia,0,0,0
ASV2620,Bacteroidia,0,0,0
ASV2622,Bacteroidia,0,0,0
ASV2623,Bacteroidia,0,0,0
ASV2624,Alphaproteobacteria,0,0,0
ASV2625,Alphaproteobacteria,0,0,0
ASV2631,Gammaproteobacteria,0,0,0
ASV2633,Verrucomicrobiae,0,0,0
ASV2634,Bacteroidia,0,0,0
ASV2635,Clostridia,0,0,0
ASV2638,Bacteroidia,0,0,0
ASV2639,Bacteroidia,0,0,0
ASV2640,Bacteroidia,0,0,0.000270326
ASV2642,Clostridia,0,0,0
ASV2643,Bacteroidia,0,0,0
ASV2644,Clostridia,0,0,0
ASV2647,Bacteroidia,0,0,0.000540652
ASV2648,Gammaproteobacteria,0.006915467,0,0
ASV2650,Bacteroidia,0.000996572,0,0
ASV2652,Gammaproteobacteria,0.000787271,0,0
ASV2672,Gammaproteobacteria,0.000588201,0.004438748,0.000131909
ASV2673,Alphaproteobacteria,0.001681831,0.000675311,0.000844138
ASV2674,Gammaproteobacteria,0.003436367,0,0
ASV2675,Alphaproteobacteria,0.002361814,0,0
ASV2679,Negativicutes,0,0,0
ASV2680,Actinobacteria,0,0,0
ASV2681,Actinobacteria,0,0,0
ASV2682,Alphaproteobacteria,0.000488867,0,0.001450996
ASV2683,Gammaproteobacteria,0,0,0
ASV2684,Anaerolineae,0,0.001293368,0
ASV2685,Gammaproteobacteria,0,0.00178838,0
ASV2686,Bacteroidia,0,0,0
ASV2687,Clostridia,0,0,0
ASV2689,Anaerolineae,0,0,0.001998916
ASV2690,Clostridia,0,0,0.001714813
ASV2694,Verrucomicrobiae,0,0,0.001714813
ASV2696,Bacteroidia,0,0,0.001714813
ASV2698,Clostridia,0,0.000474901,0.001319087
ASV2699,Bacteroidia,0,0,0.003514235
ASV2706,Bacteroidia,0,0,0
ASV2707,Gammaproteobacteria,0,0.002057906,0
ASV2709,Bacteroidia,8.96568E-05,0,0.001839101
ASV2711,Bacteroidia,0,0,0
ASV2712,Alphaproteobacteria,0,0,0
ASV2714,Bacteroidia,0,0,0
ASV2715,Alphaproteobacteria,0,0,0
ASV2716,Clostridia,0,0,0
ASV2718,Alphaproteobacteria,0,0,0
ASV2721,Bacteroidia,0.000181316,0,0
ASV2723,Actinobacteria,0,0.000960061,0
ASV2726,Gammaproteobacteria,0,0,0
ASV2727,Gammaproteobacteria,0,0,0
ASV2728,Bacilli,0,0,0
ASV2733,Verrucomicrobiae,0,0,0
ASV2734,Alphaproteobacteria,0.000179313,0.000646684,0
ASV2735,Alphaproteobacteria,0,0,0
ASV2737,Actinobacteria,0,0.000462513,0.001091798
ASV2738,Alphaproteobacteria,0,0,0.001319087
ASV2739,Actinobacteria,0,0,0.00105527
ASV2742,Bacteroidia,0,0,0
ASV2743,Alphaproteobacteria,0,0,0
ASV2746,Spirochaetia,0,0,0
ASV2748,Mollicutes,0,0,0
ASV2752,NA,0,0,0
ASV2755,Anaerolineae,0,0,0
ASV2757,Saccharimonadia,0,0,0
ASV2758,Gammaproteobacteria,0,0,0
ASV2759,Actinobacteria,6.50251E-05,0,0
ASV2760,Negativicutes,0,0,0
ASV2761,Negativicutes,0,0,0
ASV2764,Bacteroidia,0,0,0
ASV2767,Gammaproteobacteria,0,0,0
ASV2768,Bacteroidia,0,0,0.000270326
ASV2769,Bacteroidia,0.008218778,0,0
ASV2794,Alphaproteobacteria,0.001387472,0.000137568,0
ASV2798,Clostridia,0.011759403,0,0
ASV2799,Clostridia,0.009799502,0,0
ASV2802,Deltaproteobacteria,0,0,0
ASV2808,Gammaproteobacteria,0.000368316,0.002771835,0.003712969
ASV2811,Alphaproteobacteria,0.000311515,0,0
ASV2816,Bacteroidia,0.000179313,0,0
ASV2818,Deltaproteobacteria,0.000964648,0,0
ASV2819,Gammaproteobacteria,0.000964648,0,0
ASV2820,Gammaproteobacteria,0,0,0
ASV2822,Bacteroidia,0,0,0
ASV2823,Alphaproteobacteria,0,0,0
ASV2824,Bacteroidia,0,0,0
ASV2825,Alphaproteobacteria,0,0.002072808,0
ASV2826,Bacteroidia,0,0.001650812,0
ASV2831,Clostridia,0,0,0.00324391
ASV2832,Deltaproteobacteria,0,0,0
ASV2834,Bacteroidia,0,0,0
ASV2835,Clostridia,0,0,0
ASV2836,Clostridia,0,0,0
ASV2837,Bacteroidia,0,0,0
ASV2839,Bacilli,0,0,0
ASV2841,Acidimicrobiia,0.001574543,0,0
ASV2842,Gammaproteobacteria,0,0,0
ASV2844,Deltaproteobacteria,0,0,0
ASV2845,Microgenomatia,0,0,0.000540652
ASV2846,Acidimicrobiia,0,0.000612469,0
ASV2848,Gammaproteobacteria,0.00026897,0.000412703,0
ASV2851,Actinobacteria,8.03874E-05,0,0
ASV2852,Bacteroidia,0,0.000646684,0
ASV2853,Clostridia,0,0,0
ASV2854,Bacteroidia,0,0,0
ASV2856,Gammaproteobacteria,0,0.000675311,0.000844138
ASV2857,Verrucomicrobiae,0,0,0.000270326
ASV2863,Gammaproteobacteria,0,0,0
ASV2867,Bacteroidia,0,0,0
ASV2868,Bacteroidia,0,0,0
ASV2869,Clostridia,0,0,0
ASV2870,Actinobacteria,0,0,0
ASV2871,Gammaproteobacteria,0,0,0
ASV2875,Alphaproteobacteria,0,0,0
ASV2878,Alphaproteobacteria,0.000244434,0.000952994,0
ASV2881,Gammaproteobacteria,0.011263435,0,0
ASV2889,Deltaproteobacteria,0.002732898,0.000422878,0
ASV2896,Alphaproteobacteria,0.002451913,0,0
ASV2905,Spirochaetia,0.001681831,0,0
ASV2909,Deltaproteobacteria,0,0,0
ASV2913,Bacteroidia,0.010779452,0,0
ASV2916,Deltaproteobacteria,0.002363396,0,0
ASV2923,Alphaproteobacteria,0.001711264,0,0
ASV2924,Gammaproteobacteria,0.000288196,0,0
ASV2925,Alphaproteobacteria,0.000715276,0,0
ASV2927,Gammaproteobacteria,0.000557205,0,0.000527635
ASV2928,Alphaproteobacteria,0.000236106,0.001553075,0.000791452
ASV2930,Bacilli,0,0,0
ASV2931,Verrucomicrobiae,0.014582928,0,0.000727866
ASV2932,Negativicutes,0,0,0
ASV2933,Deltaproteobacteria,0.000884261,0,0
ASV2936,Gammaproteobacteria,0.000972055,0,0
ASV2937,Planctomycetacia,0,0,0
ASV2942,Verrucomicrobiae,0,0,0
ASV2943,Actinobacteria,0,0,0
ASV2945,Bacteroidia,0,0.000476497,0
ASV2946,Spirochaetia,0,0.000422878,0
ASV2947,Bacteroidia,0,0,0
ASV2948,Bacteroidia,0,0,0
ASV2949,Negativicutes,0,0,0
ASV2951,Gammaproteobacteria,0,0,0.001450996
ASV2953,Alphaproteobacteria,0,0,0.001450996
ASV2957,Deltaproteobacteria,0,0,0.001450996
ASV2962,Alphaproteobacteria,0,0,0.004003261
ASV2963,Verrucomicrobiae,0,0.000637775,0.004436547
ASV2966,Bacteroidia,0,0,0
ASV2967,Gammaproteobacteria,0,0.000675311,0.000844138
ASV2968,Alphaproteobacteria,0,0,0
ASV2969,Verrucomicrobiae,0,0,0
ASV2971,Bacteroidia,0,0,0
ASV2973,Clostridia,0,0.001741305,0
ASV2974,Gammaproteobacteria,0,0,0
ASV2977,Gammaproteobacteria,0,0.000476497,0
ASV2979,Negativicutes,0,0,0
ASV2980,Gammaproteobacteria,0,0,0
ASV2981,Bacteroidia,0,0,0
ASV2982,Clostridia,0,0,0
ASV2984,Gammaproteobacteria,0,0,0
ASV2985,Alphaproteobacteria,0,0,0
ASV2987,Bacilli,0,0,0.00072044
ASV2988,Mollicutes,0,0,0
ASV2989,Bacteroidia,0,0.000637775,0.001889018
ASV2990,Chlamydiae,0,0,0
ASV2991,Bacteroidia,0,0,0
ASV2995,Planctomycetacia,0,0,0
ASV2996,Bacteroidia,0,0,0
ASV2998,Negativicutes,0,0,0
ASV2999,Clostridia,0,0,0
ASV3000,Alphaproteobacteria,0,0,0
ASV3002,Alphaproteobacteria,0,0.000422878,0
ASV3003,Saccharimonadia,0,0,0.000395726
ASV3004,Bacteroidia,0,0,0
ASV3007,Actinobacteria,0,0,0
ASV3009,Bacteroidia,0,0,0
ASV3010,Actinobacteria,0,0,0
ASV3014,Clostridia,0,0,0
ASV3018,Gammaproteobacteria,0.003048427,0,0.001026399
ASV3024,Gammaproteobacteria,0.009205208,0,0
ASV3037,Verrucomicrobiae,0.000388822,0,0
ASV3044,Bacteroidia,0.009799502,0,0
ASV3046,Gammaproteobacteria,0.007839602,0,0
ASV3051,Bacilli,0.002276105,0,0
ASV3052,Bacteroidia,0.000230764,0,0
ASV3054,Alphaproteobacteria,0.000362633,0.001100541,0
ASV3056,Actinobacteria,0,0,0
ASV3058,Bacteroidia,0,0,0
ASV3060,Bacteroidia,0,0,0
ASV3061,Planctomycetacia,0,0,0
ASV3062,Gammaproteobacteria,0,0.00138754,0.002065302
ASV3064,Clostridia,0,0.000825406,0.001455731
ASV3068,Deltaproteobacteria,0,0,0.000761105
ASV3070,Anaerolineae,0,0,0
ASV3072,Bacilli,0,0,0
ASV3075,Gammaproteobacteria,0,0,0.001319087
ASV3076,Clostridia,0,0,0.001319087
ASV3077,Bacteroidia,0,0,0.00105527
ASV3079,Bacteroidia,0,0,0.003639328
ASV3081,Bacteroidia,0,0,0
ASV3082,Gammaproteobacteria,0,0,0
ASV3084,Bacilli,0,0,0
ASV3086,Bacteroidia,0,0,0
ASV3087,Alphaproteobacteria,0,0,0
ASV3089,Clostridia,0,0,0
ASV3091,Alphaproteobacteria,0,0,0
ASV3092,Actinobacteria,0,0,0
ASV3093,Bacteroidia,0,0,0
ASV3094,Bacteroidia,0,0,0
ASV3095,Bacilli,0,0,0
ASV3096,Alphaproteobacteria,0.000289741,0,0
ASV3097,Bacteroidia,0,0,0
ASV3098,Gammaproteobacteria,0,0,0
ASV3101,Clostridia,0,0,0
ASV3102,Verrucomicrobiae,0,0,0
ASV3104,Deltaproteobacteria,0,0,0
ASV3106,Deltaproteobacteria,0,0,0
ASV3107,Bacteroidia,0,0,0
